#wavelength   flux
3248.8       0.0
3248.9       0.0
3249.0       0.0
3249.1       0.0
3249.2       0.0
3249.3       0.0
3249.4       0.0
3249.5       0.0
3249.6       0.0
3249.7       0.0
3249.8       0.0
3249.9       0.0
3250.0       0.0
3250.1       0.0
3250.2       0.0
3250.3       0.0
3250.4       0.0
3250.5       0.0
3250.6       0.0
3250.7       0.0
3250.8       0.0
3250.9       0.0
3251.0       0.0
3251.1       0.0
3251.2       0.0
3251.3       0.0
3251.4       0.0
3251.5       0.0
3251.6       0.0
3251.7       0.0
3251.8       0.0
3251.9       0.0
3252.0       0.0
3252.1       0.0
3252.2       0.0
3252.3       0.0
3252.4       0.0
3252.5       0.0
3252.6       0.0
3252.7       0.0
3252.8       0.0
3252.9       0.0
3253.0       0.0
3253.1       0.0
3253.2       0.0
3253.3       0.0
3253.4       0.0
3253.5       0.0
3253.6       0.0
3253.7       0.0
3253.8       0.0
3253.9       0.0
3254.0       0.0
3254.1       0.0
3254.2       0.0
3254.3       0.0
3254.4       0.0
3254.5       0.0
3254.6       0.0
3254.7       0.0
3254.8       0.0
3254.9       0.0
3255.0       0.0
3255.1       0.0
3255.2       0.0
3255.3       0.0
3255.4       0.0
3255.5       0.0
3255.6       0.0
3255.7       0.0
3255.8       0.0
3255.9       0.0
3256.0       0.0
3256.1       0.0
3256.2       0.0
3256.3       0.0
3256.4       0.0
3256.5       0.0
3256.6       0.0
3256.7       0.0
3256.8       0.0
3256.9       0.0
3257.0       0.0
3257.1       0.0
3257.2       0.0
3257.3       0.0
3257.4       0.0
3257.5       0.0
3257.6       0.0
3257.7       0.0
3257.8       0.0
3257.9       0.0
3258.0       0.0
3258.1       0.0
3258.2       0.0
3258.3       0.0
3258.4       0.0
3258.5       0.0
3258.6       0.0
3258.7       0.0
3258.8       0.0
3258.9       0.0
3259.0       0.0
3259.1       0.0
3259.2       0.0
3259.3       0.0
3259.4       0.0
3259.5       0.0
3259.6       0.0
3259.7       0.0
3259.8       0.0
3259.9       0.0
3260.0       0.0
3260.1       0.0
3260.2       0.0
3260.3       0.0
3260.4       0.0
3260.5       0.0
3260.6       0.0
3260.7       0.0
3260.8       0.0
3260.9       0.0
3261.0       0.0
3261.1       0.0
3261.2       0.0
3261.3       0.0
3261.4       0.0
3261.5       0.0
3261.6       0.0
3261.7       0.0
3261.8       0.0
3261.9       0.0
3262.0       0.0
3262.1       0.0
3262.2       0.0
3262.3       0.0
3262.4       0.0
3262.5       0.0
3262.6       0.0
3262.7       0.0
3262.8       0.0
3262.9       0.0
3263.0       0.0
3263.1       0.0
3263.2       0.0
3263.3       0.0
3263.4       0.0
3263.5       0.0
3263.6       0.0
3263.7       0.0
3263.8       0.0
3263.9       0.0
3264.0       0.0
3264.1       0.0
3264.2       0.0
3264.3       0.0
3264.4       0.0
3264.5       0.0
3264.6       0.0
3264.7       0.0
3264.8       0.0
3264.9       0.0
3265.0       0.0
3265.1       0.0
3265.2       0.0
3265.3       0.0
3265.4       0.0
3265.5       0.0
3265.6       0.0
3265.7       0.0
3265.8       0.0
3265.9       0.0
3266.0       0.0
3266.1       0.0
3266.2       0.0
3266.3       0.0
3266.4       0.0
3266.5       0.0
3266.6       0.0
3266.7       0.0
3266.8       0.0
3266.9       0.0
3267.0       0.0
3267.1       0.0
3267.2       0.0
3267.3       0.0
3267.4       0.0
3267.5       0.0
3267.6       0.0
3267.7       0.0
3267.8       0.0
3267.9       0.0
3268.0       0.0
3268.1       0.0
3268.2       0.0
3268.3       0.0
3268.4       0.0
3268.5       0.0
3268.6       0.0
3268.7       0.0
3268.8       0.0
3268.9       0.0
3269.0       0.0
3269.1       0.0
3269.2       0.0
3269.3       0.0
3269.4       0.0
3269.5       0.0
3269.6       0.0
3269.7       0.0
3269.8       0.0
3269.9       0.0
3270.0       0.0
3270.1       0.0
3270.2       0.0
3270.3       0.0
3270.4       0.0
3270.5       0.0
3270.6       0.0
3270.7       0.0
3270.8       0.0
3270.9       0.0
3271.0       0.0
3271.1       0.0
3271.2       0.0
3271.3       0.0
3271.4       0.0
3271.5       0.0
3271.6       0.0
3271.7       0.0
3271.8       0.0
3271.9       0.0
3272.0       0.0
3272.1       0.0
3272.2       0.0
3272.3       0.0
3272.4       0.0
3272.5       0.0
3272.6       0.0
3272.7       0.0
3272.8       0.0
3272.9       0.0
3273.0       0.0
3273.1       0.0
3273.2       0.0
3273.3       0.0
3273.4       0.0
3273.5       0.0
3273.6       0.0
3273.7       0.0
3273.8       0.0
3273.9       0.0
3274.0       0.0
3274.1       0.0
3274.2       0.0
3274.3       0.0
3274.4       0.0
3274.5       0.0
3274.6       0.0
3274.7       0.0
3274.8       0.0
3274.9       0.0
3275.0       0.0
3275.1       0.0
3275.2       0.0
3275.3       0.0
3275.4       0.0
3275.5       0.0
3275.6       0.0
3275.7       0.0
3275.8       0.0
3275.9       0.0
3276.0       0.0
3276.1       0.0
3276.2       0.0
3276.3       0.0
3276.4       0.0
3276.5       0.0
3276.6       0.0
3276.7       0.0
3276.8       0.0
3276.9       0.0
3277.0       0.0
3277.1       0.0
3277.2       0.0
3277.3       0.0
3277.4       0.0
3277.5       0.0
3277.6       0.0
3277.7       0.0
3277.8       0.0
3277.9       0.0
3278.0       0.0
3278.1       0.0
3278.2       0.0
3278.3       0.0
3278.4       0.0
3278.5       0.0
3278.6       0.0
3278.7       0.0
3278.8       0.0
3278.9       0.0
3279.0       0.0
3279.1       0.0
3279.2       0.0
3279.3       0.0
3279.4       0.0
3279.5       0.0
3279.6       0.0
3279.7       0.0
3279.8       0.0
3279.9       0.0
3280.0       0.0
3280.1       0.0
3280.2       0.0
3280.3       0.0
3280.4       0.0
3280.5       0.0
3280.6       0.0
3280.7       0.0
3280.8       0.0
3280.9       0.0
3281.0       0.0
3281.1       0.0
3281.2       0.0
3281.3       0.0
3281.4       0.0
3281.5       0.0
3281.6       0.0
3281.7       0.0
3281.8       0.0
3281.9       0.0
3282.0       0.0
3282.1       0.0
3282.2       0.0
3282.3       0.0
3282.4       0.0
3282.5       0.0
3282.6       0.0
3282.7       0.0
3282.8       0.0
3282.9       0.0
3283.0       0.0
3283.1       0.0
3283.2       0.0
3283.3       0.0
3283.4       0.0
3283.5       0.0
3283.6       0.0
3283.7       0.0
3283.8       0.0
3283.9       0.0
3284.0       0.0
3284.1       0.0
3284.2       0.0
3284.3       0.0
3284.4       0.0
3284.5       0.0
3284.6       0.0
3284.7       0.0
3284.8       0.0
3284.9       0.0
3285.0       0.0
3285.1       0.0
3285.2       0.0
3285.3       0.0
3285.4       0.0
3285.5       0.0
3285.6       0.0
3285.7       0.0
3285.8       0.0
3285.9       0.0
3286.0       0.0
3286.1       0.0
3286.2       0.0
3286.3       0.0
3286.4       0.0
3286.5       0.0
3286.6       0.0
3286.7       0.0
3286.8       0.0
3286.9       0.0
3287.0       0.0
3287.1       0.0
3287.2       0.0
3287.3       0.0
3287.4       0.0
3287.5       0.0
3287.6       0.0
3287.7       0.0
3287.8       0.0
3287.9       0.0
3288.0       0.0
3288.1       0.0
3288.2       0.0
3288.3       0.0
3288.4       0.0
3288.5       0.0
3288.6       0.0
3288.7       0.0
3288.8       0.0
3288.9       0.0
3289.0       0.0
3289.1       0.0
3289.2       0.0
3289.3       0.0
3289.4       0.0
3289.5       0.0
3289.6       0.0
3289.7       0.0
3289.8       0.0
3289.9       0.0
3290.0       0.0
3290.1       0.0
3290.2       0.0
3290.3       0.0
3290.4       0.0
3290.5       0.0
3290.6       0.0
3290.7       0.0
3290.8       0.0
3290.9       0.0
3291.0       0.0
3291.1       0.0
3291.2       0.0
3291.3       0.0
3291.4       0.0
3291.5       0.0
3291.6       0.0
3291.7       0.0
3291.8       0.0
3291.9       0.0
3292.0       0.0
3292.1       0.0
3292.2       0.0
3292.3       0.0
3292.4       0.0
3292.5       0.0
3292.6       0.0
3292.7       0.0
3292.8       0.0
3292.9       0.0
3293.0       0.0
3293.1       0.0
3293.2       0.0
3293.3       0.0
3293.4       0.0
3293.5       0.0
3293.6       0.0
3293.7       0.0
3293.8       0.0
3293.9       0.0
3294.0       0.0
3294.1       0.0
3294.2       0.0
3294.3       0.0
3294.4       0.0
3294.5       0.0
3294.6       0.0
3294.7       0.0
3294.8       0.0
3294.9       0.0
3295.0       0.0
3295.1       0.0
3295.2       0.0
3295.3       0.0
3295.4       0.0
3295.5       0.0
3295.6       0.0
3295.7       0.0
3295.8       0.0
3295.9       0.0
3296.0       0.0
3296.1       0.0
3296.2       0.0
3296.3       0.0
3296.4       0.0
3296.5       0.0
3296.6       0.0
3296.7       0.0
3296.8       0.0
3296.9       0.0
3297.0       0.0
3297.1       0.0
3297.2       0.0
3297.3       0.0
3297.4       0.0
3297.5       0.0
3297.6       0.0
3297.7       0.0
3297.8       0.0
3297.9       0.0
3298.0       0.0
3298.1       0.0
3298.2       0.0
3298.3       0.0
3298.4       0.0
3298.5       0.0
3298.6       0.0
3298.7       0.0
3298.8       0.0
3298.9       0.0
3299.0       0.0
3299.1       0.0
3299.2       0.0
3299.3       0.0
3299.4       0.0
3299.5       0.0
3299.6       0.0
3299.7       0.0
3299.8       0.0
3299.9       0.0
3300.0       0.0
3300.1       0.0
3300.2       0.0
3300.3       0.0
3300.4       0.0
3300.5       0.0
3300.6       0.0
3300.7       0.0
3300.8       0.0
3300.9       0.0
3301.0       0.0
3301.1       0.0
3301.2       0.0
3301.3       0.0
3301.4       0.0
3301.5       0.0
3301.6       0.0
3301.7       0.0
3301.8       0.0
3301.9       0.0
3302.0       0.0
3302.1       0.0
3302.2       0.0
3302.3       0.0
3302.4       0.0
3302.5       0.0
3302.6       0.0
3302.7       0.0
3302.8       0.0
3302.9       0.0
3303.0       0.0
3303.1       0.0
3303.2       0.0
3303.3       0.0
3303.4       0.0
3303.5       0.0
3303.6       0.0
3303.7       0.0
3303.8       0.0
3303.9       0.0
3304.0       0.0
3304.1       0.0
3304.2       0.0
3304.3       0.0
3304.4       0.0
3304.5       0.0
3304.6       0.0
3304.7       0.0
3304.8       0.0
3304.9       0.0
3305.0       0.0
3305.1       0.0
3305.2       0.0
3305.3       0.0
3305.4       0.0
3305.5       0.0
3305.6       0.0
3305.7       0.0
3305.8       0.0
3305.9       0.0
3306.0       0.0
3306.1       0.0
3306.2       0.0
3306.3       0.0
3306.4       0.0
3306.5       0.0
3306.6       0.0
3306.7       0.0
3306.8       0.0
3306.9       0.0
3307.0       0.0
3307.1       0.0
3307.2       0.0
3307.3       0.0
3307.4       0.0
3307.5       0.0
3307.6       0.0
3307.7       0.0
3307.8       0.0
3307.9       0.0
3308.0       0.0
3308.1       0.0
3308.2       0.0
3308.3       0.0
3308.4       0.0
3308.5       0.0
3308.6       0.0
3308.7       0.0
3308.8       0.0
3308.9       0.0
3309.0       0.0
3309.1       0.0
3309.2       0.0
3309.3       0.0
3309.4       0.0
3309.5       0.0
3309.6       0.0
3309.7       0.0
3309.8       0.0
3309.9       0.0
3310.0       0.0
3310.1       4.15556859584e-18
3310.2       8.31113719584e-18
3310.3       1.24667057958e-17
3310.4       1.66222743958e-17
3310.5       2.07778429958e-17
3310.6       2.49334115958e-17
3310.7       2.90889801958e-17
3310.8       3.32445487958e-17
3310.9       3.74001173958e-17
3311.0       4.15556859958e-17
3311.1       4.30943751384e-17
3311.2       4.46330642784e-17
3311.3       4.61717534184e-17
3311.4       4.77104425584e-17
3311.5       4.92491316984e-17
3311.6       5.07878208384e-17
3311.7       5.23265099784e-17
3311.8       5.38651991184e-17
3311.9       5.54038882584e-17
3312.0       5.69425773984e-17
3312.1       6.01909828467e-17
3312.2       6.34393882967e-17
3312.3       6.66877937467e-17
3312.4       6.99361991967e-17
3312.5       7.31846046467e-17
3312.6       7.64330100967e-17
3312.7       7.96814155467e-17
3312.8       8.29298209967e-17
3312.9       8.61782264467e-17
3313.0       8.94266318967e-17
3313.1       9.21013231072e-17
3313.2       9.47760143172e-17
3313.3       9.74507055272e-17
3313.4       1.00125396737e-16
3313.5       1.02800087947e-16
3313.6       1.05474779157e-16
3313.7       1.08149470367e-16
3313.8       1.10824161577e-16
3313.9       1.13498852787e-16
3314.0       1.16173543997e-16
3314.1       1.11999600004e-16
3314.2       1.07825656004e-16
3314.3       1.03651712004e-16
3314.4       9.94777680043e-17
3314.5       9.53038240043e-17
3314.6       9.11298800044e-17
3314.7       8.69559360044e-17
3314.8       8.27819920044e-17
3314.9       7.86080480044e-17
3315.0       7.44341040044e-17
3315.1       7.65610614078e-17
3315.2       7.86880188178e-17
3315.3       8.08149762278e-17
3315.4       8.29419336378e-17
3315.5       8.50688910478e-17
3315.6       8.71958484578e-17
3315.7       8.93228058678e-17
3315.8       9.14497632778e-17
3315.9       9.35767206878e-17
3316.0       9.57036780978e-17
3316.1       9.89113568866e-17
3316.2       1.02119035677e-16
3316.3       1.05326714467e-16
3316.4       1.08534393257e-16
3316.5       1.11742072047e-16
3316.6       1.14949750837e-16
3316.7       1.18157429627e-16
3316.8       1.21365108417e-16
3316.9       1.24572787207e-16
3317.0       1.27780465997e-16
3317.1       1.34401169693e-16
3317.2       1.41021873393e-16
3317.3       1.47642577093e-16
3317.4       1.54263280793e-16
3317.5       1.60883984493e-16
3317.6       1.67504688193e-16
3317.7       1.74125391893e-16
3317.8       1.80746095593e-16
3317.9       1.87366799293e-16
3318.0       1.93987502993e-16
3318.1       1.8499848841e-16
3318.2       1.7600947381e-16
3318.3       1.6702045921e-16
3318.4       1.5803144461e-16
3318.5       1.4904243001e-16
3318.6       1.4005341541e-16
3318.7       1.3106440081e-16
3318.8       1.2207538621e-16
3318.9       1.1308637161e-16
3319.0       1.0409735701e-16
3319.1       1.02536903562e-16
3319.2       1.00976450122e-16
3319.3       9.94159966817e-17
3319.4       9.78555432417e-17
3319.5       9.62950898017e-17
3319.6       9.47346363617e-17
3319.7       9.31741829217e-17
3319.8       9.16137294817e-17
3319.9       9.00532760417e-17
3320.0       8.84928226017e-17
3320.1       8.95910138688e-17
3320.2       9.06892051388e-17
3320.3       9.17873964088e-17
3320.4       9.28855876788e-17
3320.5       9.39837789488e-17
3320.6       9.50819702188e-17
3320.7       9.61801614888e-17
3320.8       9.72783527588e-17
3320.9       9.83765440288e-17
3321.0       9.94747352988e-17
3321.1       1.03344786666e-16
3321.2       1.07214838036e-16
3321.3       1.11084889406e-16
3321.4       1.14954940776e-16
3321.5       1.18824992146e-16
3321.6       1.22695043516e-16
3321.7       1.26565094886e-16
3321.8       1.30435146256e-16
3321.9       1.34305197626e-16
3322.0       1.38175248996e-16
3322.1       1.35917945803e-16
3322.2       1.33660642603e-16
3322.3       1.31403339403e-16
3322.4       1.29146036203e-16
3322.5       1.26888733003e-16
3322.6       1.24631429803e-16
3322.7       1.22374126603e-16
3322.8       1.20116823403e-16
3322.9       1.17859520203e-16
3323.0       1.15602217003e-16
3323.1       1.23254931691e-16
3323.2       1.30907646391e-16
3323.3       1.38560361091e-16
3323.4       1.46213075791e-16
3323.5       1.53865790491e-16
3323.6       1.61518505191e-16
3323.7       1.69171219891e-16
3323.8       1.76823934591e-16
3323.9       1.84476649291e-16
3324.0       1.92129363991e-16
3324.1       1.81351890562e-16
3324.2       1.70574417112e-16
3324.3       1.59796943662e-16
3324.4       1.49019470212e-16
3324.5       1.38241996762e-16
3324.6       1.27464523312e-16
3324.7       1.16687049862e-16
3324.8       1.05909576412e-16
3324.9       9.51321029622e-17
3325.0       8.43546295123e-17
3325.1       8.67203464473e-17
3325.2       8.90860633973e-17
3325.3       9.14517803473e-17
3325.4       9.38174972973e-17
3325.5       9.61832142473e-17
3325.6       9.85489311973e-17
3325.7       1.00914648147e-16
3325.8       1.03280365097e-16
3325.9       1.05646082047e-16
3326.0       1.08011798997e-16
3326.1       1.05968701492e-16
3326.2       1.03925603982e-16
3326.3       1.01882506472e-16
3326.4       9.98394089623e-17
3326.5       9.77963114524e-17
3326.6       9.57532139424e-17
3326.7       9.37101164324e-17
3326.8       9.16670189224e-17
3326.9       8.96239214124e-17
3327.0       8.75808239024e-17
3327.1       9.09204101061e-17
3327.2       9.42599963161e-17
3327.3       9.75995825261e-17
3327.4       1.00939168736e-16
3327.5       1.04278754946e-16
3327.6       1.07618341156e-16
3327.7       1.10957927366e-16
3327.8       1.14297513576e-16
3327.9       1.17637099786e-16
3328.0       1.20976685996e-16
3328.1       1.16207534846e-16
3328.2       1.11438383686e-16
3328.3       1.06669232526e-16
3328.4       1.01900081366e-16
3328.5       9.71309302056e-17
3328.6       9.23617790456e-17
3328.7       8.75926278856e-17
3328.8       8.28234767256e-17
3328.9       7.80543255656e-17
3329.0       7.32851744056e-17
3329.1       6.96045701843e-17
3329.2       6.59239659643e-17
3329.3       6.22433617443e-17
3329.4       5.85627575243e-17
3329.5       5.48821533043e-17
3329.6       5.12015490843e-17
3329.7       4.75209448643e-17
3329.8       4.38403406443e-17
3329.9       4.01597364243e-17
3330.0       3.64791322044e-17
3330.1       4.96585714644e-17
3330.2       6.28380107444e-17
3330.3       7.60174500244e-17
3330.4       8.91968893044e-17
3330.5       1.02376328584e-16
3330.6       1.15555767864e-16
3330.7       1.28735207144e-16
3330.8       1.41914646424e-16
3330.9       1.55094085704e-16
3331.0       1.68273524984e-16
3331.1       1.61882105608e-16
3331.2       1.55490686208e-16
3331.3       1.49099266808e-16
3331.4       1.42707847408e-16
3331.5       1.36316428008e-16
3331.6       1.29925008608e-16
3331.7       1.23533589208e-16
3331.8       1.17142169808e-16
3331.9       1.10750750408e-16
3332.0       1.04359331008e-16
3332.1       1.01907981283e-16
3332.2       9.94566315629e-17
3332.3       9.70052818429e-17
3332.4       9.4553932123e-17
3332.5       9.2102582403e-17
3332.6       8.9651232683e-17
3332.7       8.7199882963e-17
3332.8       8.4748533243e-17
3332.9       8.2297183523e-17
3333.0       7.9845833803e-17
3333.1       8.22333560171e-17
3333.2       8.46208782371e-17
3333.3       8.70084004571e-17
3333.4       8.93959226771e-17
3333.5       9.17834448971e-17
3333.6       9.41709671171e-17
3333.7       9.65584893371e-17
3333.8       9.89460115571e-17
3333.9       1.01333533777e-16
3334.0       1.03721055997e-16
3334.1       1.07911231995e-16
3334.2       1.12101407995e-16
3334.3       1.16291583995e-16
3334.4       1.20481759995e-16
3334.5       1.24671935995e-16
3334.6       1.28862111995e-16
3334.7       1.33052287995e-16
3334.8       1.37242463995e-16
3334.9       1.41432639995e-16
3335.0       1.45622815995e-16
3335.1       1.38756710458e-16
3335.2       1.31890604908e-16
3335.3       1.25024499358e-16
3335.4       1.18158393808e-16
3335.5       1.11292288258e-16
3335.6       1.04426182708e-16
3335.7       9.75600771585e-17
3335.8       9.06939716085e-17
3335.9       8.38278660585e-17
3336.0       7.69617605085e-17
3336.1       8.0213804746e-17
3336.2       8.3465848996e-17
3336.3       8.6717893246e-17
3336.4       8.9969937496e-17
3336.5       9.3221981746e-17
3336.6       9.6474025996e-17
3336.7       9.9726070246e-17
3336.8       1.02978114496e-16
3336.9       1.06230158746e-16
3337.0       1.09482202996e-16
3337.1       1.11238210098e-16
