galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,JPAS10069,error_JPAS10069,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS,redshift
1011,1.6968E-41,1.1E-43,1.911E-41,2.12E-43,1.9464E-41,2.33E-43,1.9826E-41,2.37E-43,2.1283E-41,2.55E-43,2.2953E-41,2.96E-43,2.4235E-41,3.12E-43,2.5872E-41,3.57E-43,2.6475E-41,3.66E-43,3.1192E-41,4.02E-43,3.6312E-41,4.68E-43,3.9741E-41,4.76E-43,4.3536E-41,5.21E-43,5.1575E-41,6.18E-43,6.1155E-41,6.75E-43,6.2064E-41,6.87E-43,6.6015E-41,7.9E-43,7.6637E-41,9.18E-43,8.9792E-41,8.27E-43,1.0121E-40,9.32E-43,1.0865E-40,1.0E-42,1.2057E-40,1.222E-42,1.3429E-40,1.36E-42,1.431E-40,1.45E-42,1.4998E-40,1.658E-42,1.6844E-40,1.707E-42,1.8778E-40,1.903E-42,1.9662E-40,1.993E-42,2.1323E-40,1.963E-42,2.1679E-40,2.196E-42,2.3531E-40,2.168E-42,2.4504E-40,2.483E-42,2.6943E-40,2.73E-42,2.976E-40,3.016E-42,3.2752E-40,2.714E-42,4.3415E-40,3.599E-42,5.3314E-40,4.42E-42,6.0428E-40,4.452E-42,6.0931E-40,5.05E-42,7.0088E-40,5.164E-42,8.5672E-40,6.313E-42,8.0397E-40,5.923E-42,9.4024E-40,6.062E-42,9.9092E-40,6.389E-42,1.03E-39,7.59E-42,9.4894E-40,6.992E-42,1.0453E-39,7.702E-42,1.2013E-39,7.745E-42,1.2719E-39,9.372E-42,1.3281E-39,8.563E-42,1.3528E-39,9.967E-42,1.431E-39,1.0543E-41,1.4847E-39,1.094E-41,1.5418E-39,1.136E-41,1.5997E-39,1.0314E-41,1.722E-39,4.759E-42,1.8864E-41,1.04E-43,4.6009E-41,1.7E-43,1.7589E-40,6.47E-43,0.09
1012,5.628E-42,8.3E-44,6.461E-42,1.49E-43,6.461E-42,1.9E-43,6.637E-42,1.89E-43,7.406E-42,1.98E-43,8.083E-42,2.45E-43,9.306E-42,2.75E-43,1.0843E-41,2.9E-43,1.149E-41,3.28E-43,1.487E-41,3.7E-43,1.8482E-41,4.09E-43,2.049E-41,4.34E-43,2.6887E-41,5.45E-43,3.32E-41,6.73E-43,4.0695E-41,7.12E-43,4.2378E-41,7.41E-43,4.3365E-41,8.79E-43,5.6381E-41,9.87E-43,7.085E-41,1.11E-42,8.3394E-41,1.306E-42,1.0017E-40,1.476E-42,1.1385E-40,1.572E-42,1.2143E-40,1.677E-42,1.3891E-40,1.92E-42,1.5217E-40,1.962E-42,1.8499E-40,2.385E-42,2.1083E-40,2.524E-42,2.1416E-40,2.762E-42,2.3096E-40,2.978E-42,2.6665E-40,3.439E-42,2.9671E-40,3.826E-42,3.0898E-40,3.7E-42,3.3724E-40,4.348E-42,3.8542E-40,4.614E-42,4.2849E-40,4.736E-42,5.1944E-40,5.741E-42,5.9695E-40,5.499E-42,6.7786E-40,6.243E-42,6.7973E-40,6.261E-42,8.471E-40,7.802E-42,1.0393E-39,8.615E-42,1.0326E-39,9.51E-42,1.1565E-39,9.586E-42,1.2392E-39,1.0272E-41,1.2881E-39,9.491E-42,1.2763E-39,1.058E-41,1.432E-39,1.187E-41,1.6276E-39,1.3492E-41,1.7994E-39,1.4915E-41,1.9034E-39,1.4026E-41,2.0265E-39,1.4931E-41,2.1161E-39,1.5592E-41,2.2036E-39,1.6237E-41,2.3612E-39,1.7399E-41,2.5162E-39,1.8539E-41,2.8916E-39,1.0653E-41,6.32E-42,8.1E-44,2.8493E-41,1.84E-43,1.937E-40,8.93E-43,0.09
1013,2.61E-41,4.8E-44,2.9968E-41,8.3E-44,3.0524E-41,1.12E-43,3.0979E-41,1.14E-43,3.22E-41,1.19E-43,3.4758E-41,1.28E-43,3.7936E-41,1.4E-43,4.05E-41,1.49E-43,4.1634E-41,1.53E-43,4.8691E-41,1.794E-43,5.6527E-41,2.09E-43,6.0015E-41,2.21E-43,6.9097E-41,2.55E-43,8.2995E-41,2.3E-43,9.6439E-41,2.66E-43,9.7962E-41,3.62E-43,1.0258E-40,3.78E-43,1.2152E-40,3.36E-43,1.4383E-40,3.98E-43,1.6198E-40,4.47E-43,1.7908E-40,4.95E-43,1.9891E-40,5.5E-43,2.161E-40,5.97E-43,2.3262E-40,6.43E-43,2.5087E-40,6.94E-43,2.8513E-40,7.88E-43,3.1525E-40,8.72E-43,3.2798E-40,9.07E-43,3.5699E-40,9.87E-43,3.7623E-40,1.04E-42,4.1026E-40,1.134E-42,4.2565E-40,1.176E-42,4.7147E-40,1.303E-42,5.2318E-40,1.446E-42,5.7577E-40,1.59E-42,7.2753E-40,1.34E-42,8.5007E-40,2.349E-42,9.6262E-40,1.773E-42,9.7961E-40,1.805E-42,1.1876E-39,2.187E-42,1.4436E-39,2.66E-42,1.3786E-39,2.539E-42,1.5742E-39,2.899E-42,1.6667E-39,3.07E-42,1.7245E-39,3.177E-42,1.6333E-39,3.009E-42,1.8074E-39,3.33E-42,2.0637E-39,3.802E-42,2.2277E-39,4.103E-42,2.3608E-39,4.348E-42,2.472E-39,4.554E-42,2.6101E-39,4.808E-42,2.6832E-39,4.942E-42,2.8174E-39,5.19E-42,2.9611E-39,5.454E-42,3.2859E-39,3.027E-42,2.9178E-41,2.73E-43,7.2286E-41,5.454E-42,2.9638E-40,2.73E-43,0.09
1014,5.6E-45,0.0,8.4E-45,0.0,9.8E-45,0.0,1.1E-44,0.0,1.3E-44,1.4E-45,1.8E-44,1.4E-45,2.7E-44,1.4E-45,3.1E-44,1.4E-45,3.6E-44,1.4E-45,6.4E-44,1.4E-45,8.7E-44,2.8E-45,1.06E-43,2.8E-45,1.88E-43,4.2E-45,3.42E-43,5.6E-45,5.35E-43,7.0E-45,5.38E-43,7.0E-45,5.5E-43,7.0E-45,8.65E-43,9.8E-45,1.403E-42,1.3E-44,1.768E-42,1.4E-44,2.026E-42,1.5E-44,2.548E-42,1.8E-44,3.074E-42,2.24E-44,3.613E-42,2.7E-44,4.21E-42,2.7E-44,5.524E-42,3.1E-44,6.684E-42,3.6E-44,7.123E-42,3.6E-44,8.14E-42,3.6E-44,8.884E-42,3.6E-44,1.0371E-41,4.8E-44,1.085E-41,5.0E-44,1.2819E-41,5.9E-44,1.5047E-41,6.9E-44,1.5383E-41,7.1E-44,1.8106E-41,8.4E-44,1.9083E-41,8.8E-44,2.2174E-41,1.02E-43,2.2774E-41,8.4E-44,3.2918E-41,1.22E-43,4.2018E-41,1.54E-43,4.565E-41,1.26E-43,5.0797E-41,1.4E-43,5.5288E-41,1.53E-43,5.87E-41,1.63E-43,6.2956E-41,1.74E-43,7.5969E-41,2.1E-43,8.6425E-41,2.38E-43,1.0107E-40,2.79E-43,1.1185E-40,3.1E-43,1.2287E-40,3.39E-43,1.3423E-40,3.71E-43,1.4356E-40,3.97E-43,1.5741E-40,2.9E-43,1.7324E-40,3.2E-43,2.2255E-40,2.05E-43,8.4E-45,0.0,3.38E-43,1.4E-45,6.034E-42,1.1E-44,0.09
1015,5.2E-43,5.6E-45,4.53E-43,8.4E-45,3.56E-43,9.8E-45,3.04E-43,8.4E-45,2.89E-43,9.8E-45,3.36E-43,1.1E-44,4.89E-43,1.3E-44,6.67E-43,1.5E-44,8.45E-43,1.8E-44,1.242E-42,2.5E-44,1.732E-42,3.1E-44,2.067E-42,3.1E-44,2.636E-42,4.1E-44,3.485E-42,4.5E-44,4.51E-42,5.7E-44,5.022E-42,6.0E-44,5.682E-42,6.9E-44,7.016E-42,7.7E-44,8.761E-42,8.8E-44,1.0455E-41,9.7E-44,1.2037E-41,1.22E-43,1.404E-41,1.29E-43,1.5709E-41,1.3E-43,1.7739E-41,1.64E-43,2.0088E-41,1.67E-43,2.3107E-41,1.92E-43,2.6046E-41,2.16E-43,2.8428E-41,2.35E-43,3.1603E-41,2.62E-43,3.3215E-41,2.45E-43,3.6588E-41,2.69E-43,3.8596E-41,2.84E-43,4.2632E-41,3.14E-43,4.779E-41,3.52E-43,5.5943E-41,4.12E-43,7.6092E-41,4.2E-43,9.25E-41,4.2E-43,1.0808E-40,4.2E-43,1.1245E-40,6.21E-43,1.3594E-40,6.26E-43,1.6894E-40,7.78E-43,1.5986E-40,7.36E-43,1.9326E-40,8.9E-43,2.0958E-40,9.65E-43,2.2291E-40,1.027E-42,2.1054E-40,9.7E-43,2.3623E-40,1.087E-42,2.7934E-40,1.286E-42,3.0433E-40,1.121E-42,3.2549E-40,1.2E-42,3.4621E-40,1.275E-42,3.7372E-40,1.377E-42,3.9205E-40,1.445E-42,4.1585E-40,1.532E-42,4.4477E-40,2.049E-42,5.2401E-40,5.6E-45,4.09E-43,4.2E-45,3.077E-42,1.4E-44,2.4577E-41,6.7E-44,0.09
1016,6.456E-42,1.43E-43,6.79E-42,2.69E-43,7.452E-42,3.15E-43,7.598E-42,3.01E-43,7.026E-42,3.31E-43,8.126E-42,3.52E-43,9.127E-42,3.95E-43,9.672E-42,4.27E-43,9.592E-42,4.51E-43,1.2312E-41,5.21E-43,1.365E-41,6.04E-43,1.5315E-41,6.49E-43,1.7487E-41,7.89E-43,2.1238E-41,7.82E-43,2.2925E-41,8.66E-43,2.3372E-41,9.47E-43,2.3503E-41,1.104E-42,2.4294E-41,1.03E-42,2.9862E-41,1.237E-42,3.667E-41,1.418E-42,4.2141E-41,1.436E-42,4.803E-41,1.813E-42,5.4239E-41,1.848E-42,5.6223E-41,2.071E-42,5.5913E-41,1.906E-42,6.3025E-41,2.09E-42,6.679E-41,2.276E-42,7.0845E-41,2.414E-42,8.2398E-41,2.733E-42,8.3236E-41,2.913E-42,9.601E-41,3.184E-42,9.6897E-41,3.123E-42,1.0128E-40,3.358E-42,1.1888E-40,3.833E-42,1.2774E-40,4.47E-42,1.7407E-40,4.97E-42,2.2055E-40,6.297E-42,2.4907E-40,5.964E-42,2.3633E-40,5.877E-42,3.0585E-40,6.48E-42,3.5181E-40,8.101E-42,3.1298E-40,8.071E-42,3.6367E-40,8.709E-42,3.8576E-40,9.948E-42,3.7802E-40,1.0793E-41,3.3629E-40,1.0221E-41,4.0543E-40,1.1576E-41,4.781E-40,1.1449E-41,5.1229E-40,1.1796E-41,5.09E-40,1.2658E-41,5.4339E-40,1.3012E-41,5.9472E-40,1.3693E-41,5.909E-40,1.415E-41,6.03E-40,1.3884E-41,6.1082E-40,1.4627E-41,7.0715E-40,7.815E-42,7.078E-42,1.3E-43,1.6947E-41,2.34E-43,6.6913E-41,2.34E-43,0.09
1017,4.82E-43,8.4E-45,4.18E-43,1.5E-44,3.17E-43,1.4E-44,2.66E-43,1.4E-44,2.89E-43,1.4E-44,3.01E-43,1.5E-44,4.0E-43,2.1E-44,5.76E-43,2.5E-44,7.4E-43,2.8E-44,1.075E-42,3.5E-44,1.525E-42,4.3E-44,1.889E-42,5.2E-44,2.496E-42,6.7E-44,3.023E-42,8.1E-44,3.624E-42,8.0E-44,4.18E-42,8.8E-44,4.812E-42,1.11E-43,5.926E-42,1.26E-43,6.848E-42,1.39E-43,7.994E-42,1.54E-43,9.998E-42,1.75E-43,1.1428E-41,1.89E-43,1.2369E-41,2.05E-43,1.4254E-41,2.1E-43,1.5472E-41,2.42E-43,1.8162E-41,2.84E-43,2.049E-41,3.01E-43,2.1045E-41,2.9E-43,2.22E-41,3.27E-43,2.5725E-41,3.32E-43,2.8259E-41,4.43E-43,2.9373E-41,4.33E-43,3.1445E-41,4.92E-43,3.5576E-41,5.24E-43,4.2301E-41,5.45E-43,5.654E-41,7.29E-43,7.2037E-41,7.3E-43,8.5027E-41,8.62E-43,8.8299E-41,8.94E-43,1.0432E-40,9.61E-43,1.2905E-40,1.188E-42,1.2043E-40,1.11E-42,1.44E-40,1.194E-42,1.5818E-40,1.457E-42,1.6748E-40,1.389E-42,1.5716E-40,1.448E-42,1.7424E-40,1.604E-42,2.0814E-40,1.533E-42,2.2843E-40,1.683E-42,2.4185E-40,2.005E-42,2.582E-40,1.903E-42,2.7136E-40,2.0E-42,2.8494E-40,2.099E-42,3.0673E-40,2.542E-42,3.2776E-40,2.717E-42,3.784E-40,1.394E-42,3.77E-43,7.0E-45,2.591E-42,2.1E-44,1.893E-41,2.1E-44,0.09
1018,1.565E-42,2.8E-45,1.798E-42,5.6E-45,1.871E-42,5.6E-45,1.91E-42,5.6E-45,1.952E-42,7.0E-45,2.099E-42,8.4E-45,2.284E-42,8.4E-45,2.46E-42,8.4E-45,2.528E-42,9.8E-45,2.989E-42,1.1E-44,3.482E-42,1.3E-44,3.708E-42,9.8E-45,4.226E-42,1.5E-44,5.09E-42,1.4E-44,5.822E-42,1.5E-44,6.019E-42,1.7E-44,6.403E-42,1.8E-44,7.447E-42,2.1E-44,8.708E-42,2.4E-44,9.798E-42,2.7E-44,1.0892E-41,2.9E-44,1.2088E-41,3.4E-44,1.3193E-41,3.6E-44,1.4033E-41,3.9E-44,1.5078E-41,4.2E-44,1.6902E-41,4.6E-44,1.8532E-41,5.2E-44,1.9335E-41,5.3E-44,2.0928E-41,3.9E-44,2.1975E-41,6.0E-44,2.3765E-41,6.6E-44,2.4633E-41,6.9E-44,2.6763E-41,7.4E-44,2.978E-41,5.5E-44,3.3506E-41,9.2E-44,4.4089E-41,8.1E-44,5.3105E-41,9.8E-44,6.0135E-41,1.11E-43,6.165E-41,1.14E-43,7.2499E-41,1.33E-43,8.7325E-41,1.61E-43,8.1872E-41,1.51E-43,9.5221E-41,1.75E-43,1.01E-40,1.86E-43,1.0431E-40,1.92E-43,9.6903E-41,1.78E-43,1.0557E-40,1.95E-43,1.2121E-40,2.23E-43,1.2869E-40,2.37E-43,1.3463E-40,2.48E-43,1.3968E-40,2.58E-43,1.468E-40,2.7E-43,1.5078E-40,2.77E-43,1.5774E-40,2.9E-43,1.6456E-40,3.03E-43,1.7731E-40,1.64E-43,1.77E-42,2.8E-45,4.417E-42,4.2E-45,1.7504E-41,1.7E-44,0.09
1019,8.1E-44,9.8E-45,7.4E-44,2.0E-44,4.9E-44,2.1E-44,5.0E-44,2.1E-44,6.6E-44,2.0E-44,3.5E-44,2.0E-44,2.9E-44,2.0E-44,1.1E-43,3.6E-44,1.05E-43,3.6E-44,2.59E-43,5.3E-44,3.2E-43,6.7E-44,5.72E-43,6.7E-44,8.55E-43,8.0E-44,1.0E-42,1.14E-43,1.403E-42,1.33E-43,1.403E-42,1.47E-43,2.008E-42,1.64E-43,2.793E-42,1.88E-43,3.079E-42,2.3E-43,4.58E-42,2.91E-43,5.287E-42,3.07E-43,5.748E-42,3.6E-43,7.571E-42,4.26E-43,9.708E-42,4.47E-43,1.0884E-41,5.11E-43,1.3727E-41,5.69E-43,1.533E-41,6.35E-43,1.5501E-41,6.85E-43,1.7505E-41,7.58E-43,1.8196E-41,8.21E-43,2.2991E-41,9.32E-43,2.4052E-41,9.08E-43,2.881E-41,1.061E-42,3.2656E-41,1.173E-42,3.1186E-41,1.264E-42,3.9515E-41,1.492E-42,4.5368E-41,1.463E-42,5.6489E-41,1.561E-42,5.9533E-41,1.809E-42,7.9061E-41,2.039E-42,1.0036E-40,2.588E-42,1.0054E-40,2.592E-42,1.1608E-40,2.993E-42,1.2313E-40,2.721E-42,1.4059E-40,3.108E-42,1.4735E-40,3.393E-42,1.7408E-40,3.848E-42,2.0378E-40,4.13E-42,2.3462E-40,4.537E-42,2.5117E-40,4.627E-42,2.8078E-40,4.913E-42,2.992E-40,5.511E-42,3.1737E-40,5.846E-42,3.5283E-40,6.174E-42,3.9844E-40,6.606E-42,4.8659E-40,3.138E-42,6.7E-44,8.4E-45,9.98E-43,3.4E-44,1.379E-41,2.28E-43,0.09
1020,2.16E-43,8.4E-45,1.77E-43,1.4E-44,1.56E-43,1.5E-44,1.58E-43,1.5E-44,9.1E-44,1.3E-44,1.1E-43,1.7E-44,1.63E-43,2.1E-44,2.35E-43,2.5E-44,2.76E-43,2.9E-44,5.24E-43,3.8E-44,6.78E-43,4.8E-44,7.86E-43,4.9E-44,1.036E-42,6.3E-44,1.335E-42,7.6E-44,1.675E-42,9.2E-44,2.023E-42,9.1E-44,2.162E-42,1.08E-43,2.65E-42,1.28E-43,3.503E-42,1.42E-43,3.782E-42,1.53E-43,4.571E-42,1.77E-43,5.172E-42,2.05E-43,5.971E-42,2.31E-43,6.799E-42,2.26E-43,7.347E-42,2.63E-43,8.45E-42,2.89E-43,9.43E-42,3.21E-43,1.1719E-41,3.45E-43,1.2226E-41,3.71E-43,1.3245E-41,4.15E-43,1.4206E-41,4.32E-43,1.4876E-41,4.39E-43,1.5292E-41,4.79E-43,1.7333E-41,5.42E-43,2.0629E-41,5.89E-43,2.8819E-41,6.9E-43,3.5488E-41,7.19E-43,4.0484E-41,8.95E-43,4.1236E-41,9.11E-43,4.9714E-41,1.008E-42,6.088E-41,1.121E-42,6.0434E-41,1.225E-42,7.2322E-41,1.333E-42,8.1296E-41,1.422E-42,8.427E-41,1.708E-42,7.608E-41,1.611E-42,8.9387E-41,1.729E-42,1.056E-40,1.945E-42,1.1643E-40,1.93E-42,1.2533E-40,2.078E-42,1.2932E-40,2.263E-42,1.3781E-40,2.284E-42,1.4671E-40,2.433E-42,1.5677E-40,2.6E-42,1.7064E-40,2.986E-42,2.0346E-40,1.5E-42,1.7E-43,7.0E-45,1.163E-42,2.1E-44,9.403E-42,1.04E-43,0.09
1021,1.11E-43,8.4E-45,1.14E-43,1.4E-44,9.4E-44,1.4E-44,9.8E-44,1.5E-44,1.15E-43,1.7E-44,9.7E-44,1.8E-44,9.8E-44,2.5E-44,1.75E-43,2.7E-44,1.72E-43,3.1E-44,3.11E-43,3.8E-44,3.74E-43,4.2E-44,5.62E-43,4.8E-44,7.86E-43,6.2E-44,9.49E-43,7.7E-44,1.285E-42,9.4E-44,1.265E-42,8.5E-44,1.659E-42,1.01E-43,2.262E-42,1.15E-43,2.598E-42,1.7E-43,3.64E-42,1.71E-43,4.127E-42,1.78E-43,4.529E-42,2.13E-43,5.748E-42,2.5E-43,7.117E-42,2.62E-43,7.884E-42,2.97E-43,9.816E-42,3.35E-43,1.0943E-41,3.63E-43,1.1045E-41,3.87E-43,1.2347E-41,4.67E-43,1.2774E-41,4.23E-43,1.5804E-41,5.24E-43,1.6441E-41,5.6E-43,1.9514E-41,5.93E-43,2.2097E-41,6.52E-43,2.124E-41,6.85E-43,2.6567E-41,8.56E-43,3.0056E-41,8.31E-43,3.6842E-41,1.017E-42,3.8401E-41,9.91E-43,5.081E-41,1.264E-42,6.3847E-41,1.47E-42,6.3672E-41,1.29E-42,7.2568E-41,1.67E-42,7.648E-41,1.69E-42,8.5891E-41,1.819E-42,8.8868E-41,1.882E-42,1.0393E-40,2.106E-42,1.1999E-40,2.32E-42,1.3676E-40,2.141E-42,1.4519E-40,2.808E-42,1.6008E-40,2.801E-42,1.6918E-40,3.116E-42,1.7748E-40,2.943E-42,1.9532E-40,3.238E-42,2.1795E-40,3.613E-42,2.5654E-40,1.654E-42,1.08E-43,7.0E-45,8.94E-43,2.1E-44,9.826E-42,1.26E-43,0.09
1022,2.35E-43,1.4E-45,2.5E-43,1.4E-45,2.5E-43,1.4E-45,2.41E-43,1.4E-45,2.42E-43,1.4E-45,2.63E-43,2.8E-45,2.98E-43,2.8E-45,3.35E-43,2.8E-45,3.76E-43,2.8E-45,4.53E-43,2.8E-45,5.34E-43,4.2E-45,5.96E-43,4.2E-45,6.88E-43,4.2E-45,8.16E-43,5.6E-45,9.49E-43,5.6E-45,9.85E-43,7.0E-45,1.057E-42,7.0E-45,1.235E-42,8.4E-45,1.434E-42,9.8E-45,1.599E-42,9.8E-45,1.784E-42,9.8E-45,2.0E-42,1.1E-44,2.166E-42,1.3E-44,2.33E-42,1.3E-44,2.522E-42,1.4E-44,2.817E-42,1.5E-44,3.086E-42,1.7E-44,3.216E-42,1.8E-44,3.527E-42,2.0E-44,3.69E-42,2.1E-44,4.008E-42,2.24E-44,4.217E-42,2.4E-44,4.556E-42,2.5E-44,5.028E-42,2.8E-44,5.703E-42,3.1E-44,7.423E-42,3.4E-44,8.891E-42,3.2E-44,1.0096E-41,3.8E-44,1.0435E-41,4.8E-44,1.2205E-41,4.5E-44,1.4906E-41,5.5E-44,1.4091E-41,5.2E-44,1.6328E-41,6.0E-44,1.7193E-41,6.3E-44,1.769E-41,6.6E-44,1.6601E-41,6.2E-44,1.8236E-41,6.7E-44,2.0823E-41,7.7E-44,2.2498E-41,8.3E-44,2.371E-41,8.7E-44,2.4782E-41,9.1E-44,2.6287E-41,9.7E-44,2.745E-41,1.01E-43,2.848E-41,1.05E-43,2.9713E-41,1.1E-43,3.3215E-41,6.2E-44,2.42E-43,1.4E-45,6.95E-43,1.4E-45,2.93E-42,5.6E-45,0.09
1023,2.5272E-41,3.73E-43,2.6414E-41,6.81E-43,2.6293E-41,7.02E-43,2.6756E-41,7.02E-43,2.3868E-41,7.02E-43,2.6075E-41,8.65E-43,3.0132E-41,8.88E-43,3.4564E-41,1.051E-42,3.6327E-41,1.171E-42,4.7978E-41,1.414E-42,5.6006E-41,1.599E-42,5.9956E-41,1.602E-42,6.986E-41,1.867E-42,8.2155E-41,2.346E-42,9.4153E-41,2.342E-42,1.0286E-40,2.368E-42,1.0662E-40,2.651E-42,1.223E-40,2.817E-42,1.465E-40,3.238E-42,1.564E-40,3.746E-42,1.7776E-40,4.093E-42,1.9294E-40,4.442E-42,2.1039E-40,4.651E-42,2.2858E-40,4.631E-42,2.4157E-40,5.562E-42,2.6757E-40,6.162E-42,2.8882E-40,6.65E-42,3.3345E-40,6.45E-42,3.4885E-40,6.747E-42,3.7208E-40,7.539E-42,3.9358E-40,8.7E-42,4.0835E-40,9.027E-42,4.1671E-40,9.211E-42,4.5902E-40,9.724E-42,5.3535E-40,1.0354E-41,7.2017E-40,1.1939E-41,8.6663E-40,1.4368E-41,9.7507E-40,1.5267E-41,9.9319E-40,1.6465E-41,1.1435E-39,1.685E-41,1.3735E-39,2.1506E-41,1.3226E-39,1.949E-41,1.5554E-39,2.2921E-41,1.6867E-39,2.4856E-41,1.6976E-39,2.5017E-41,1.5005E-39,2.4876E-41,1.7007E-39,2.6629E-41,1.978E-39,2.7328E-41,2.1234E-39,2.9336E-41,2.2317E-39,2.8777E-41,2.2607E-39,3.5397E-41,2.3628E-39,3.4821E-41,2.4696E-39,3.8669E-41,2.5718E-39,3.553E-41,2.7204E-39,4.009E-41,3.0216E-39,1.9481E-41,2.5576E-41,3.53E-43,7.0118E-41,5.82E-43,2.8644E-40,2.11E-42,0.09
1024,3.055E-42,3.4E-44,2.843E-42,5.5E-44,2.438E-42,5.3E-44,2.208E-42,5.7E-44,2.37E-42,5.6E-44,2.672E-42,6.9E-44,3.086E-42,7.7E-44,3.814E-42,9.5E-44,4.539E-42,1.1E-43,6.017E-42,1.28E-43,7.667E-42,1.63E-43,9.235E-42,1.61E-43,1.0651E-41,1.86E-43,1.3007E-41,2.03E-43,1.6091E-41,2.52E-43,1.7037E-41,2.66E-43,1.8664E-41,2.93E-43,2.1887E-41,3.22E-43,2.6145E-41,3.62E-43,2.9936E-41,4.13E-43,3.2343E-41,4.47E-43,3.6424E-41,5.03E-43,4.1361E-41,5.34E-43,4.4935E-41,5.38E-43,4.7972E-41,6.63E-43,5.4674E-41,6.54E-43,6.1687E-41,7.96E-43,6.5734E-41,7.88E-43,7.2408E-41,8.67E-43,7.4437E-41,8.91E-43,8.0945E-41,1.044E-42,8.5308E-41,1.1E-42,9.3884E-41,1.124E-42,1.0389E-40,1.148E-42,1.1497E-40,1.271E-42,1.5268E-40,1.407E-42,1.8871E-40,1.738E-42,2.1647E-40,1.794E-42,2.2192E-40,1.84E-42,2.5269E-40,2.095E-42,3.1318E-40,2.597E-42,2.9853E-40,2.475E-42,3.5595E-40,2.951E-42,3.7861E-40,3.139E-42,3.9463E-40,3.27E-42,3.6626E-40,2.699E-42,4.1057E-40,3.404E-42,4.8194E-40,3.995E-42,5.1783E-40,3.816E-42,5.4776E-40,4.036E-42,5.6518E-40,4.165E-42,6.0784E-40,4.479E-42,6.4297E-40,4.738E-42,6.7576E-40,5.601E-42,7.0695E-40,5.209E-42,8.087E-40,2.979E-42,2.672E-42,2.7E-44,1.1122E-41,7.1E-44,5.7941E-41,2.66E-43,0.09
