galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
15,3.741E-42,4.06E-43,7.039E-42,7.65E-43,1.1032E-41,7.22E-43,1.4121E-41,8.59E-43,8.5247E-41,2.826E-42,5.7158E-40,1.4215E-41,2.1532E-39,2.9747E-41,1.564E-42,1.46E-43,4.9691E-41,7.78E-43,4.312E-40,3.575E-42,1.2632E-39,1.0472E-41,2.6466E-39,1.7064E-41,0.021
16,2.9811E-41,3.84E-43,4.5664E-41,6.73E-43,6.5519E-41,5.44E-43,8.9448E-41,7.41E-43,5.1094E-40,2.353E-42,3.1855E-39,1.1736E-41,1.2693E-38,2.3382E-41,1.5093E-41,1.39E-43,2.9565E-40,5.45E-43,2.3592E-39,2.173E-42,7.1117E-39,6.55E-42,1.6054E-38,1.4787E-41,0.021
17,3.074E-40,5.38E-42,4.185E-40,8.48E-42,5.568E-40,7.693E-42,7.2327E-40,8.66E-42,3.5653E-39,2.9555E-41,1.4524E-38,1.204E-40,4.7044E-38,2.1664E-40,1.8798E-40,2.25E-42,2.0479E-39,7.545E-42,1.1358E-38,3.1383E-41,2.853E-38,7.545E-42,5.6663E-38,1.0438E-40,0.021
18,1.8048E-40,6.66E-43,2.4437E-40,9.0E-43,3.2095E-40,8.87E-43,4.1461E-40,1.146E-42,1.6922E-39,3.116E-42,5.5366E-39,1.0199E-41,1.4469E-38,1.3326E-41,1.1016E-40,2.03E-43,1.0243E-39,9.43E-43,4.455E-39,4.103E-42,9.5861E-39,8.83E-42,1.6567E-38,1.5259E-41,0.021
19,2.5082E-40,1.155E-42,3.4463E-40,1.588E-42,4.6575E-40,1.717E-42,5.9232E-40,1.637E-42,3.0518E-39,5.622E-42,1.2617E-38,2.3242E-41,3.946E-38,3.6344E-41,1.4367E-40,3.97E-43,1.7626E-39,1.624E-42,9.8391E-39,9.062E-42,2.4376E-38,2.245E-41,4.7617E-38,4.3856E-41,0.021
20,2.6818E-40,2.222E-42,3.8268E-40,4.229E-42,5.1669E-40,3.331E-42,6.9765E-40,4.498E-42,3.3422E-39,1.5392E-41,1.463E-38,5.3898E-41,4.8088E-38,8.858E-41,1.5137E-40,8.37E-43,1.968E-39,3.625E-42,1.1356E-38,1.0459E-41,2.9029E-38,2.6737E-41,5.739E-38,5.2858E-41,0.021
21,5.3247E-40,1.8145E-41,7.9342E-40,2.9231E-41,1.1218E-39,2.6863E-41,1.4545E-39,3.215E-41,6.0968E-39,1.0108E-40,2.5984E-38,4.3077E-40,7.6613E-38,7.0563E-40,2.7996E-40,6.962E-42,3.7489E-39,2.417E-41,2.0716E-38,9.54E-41,4.8162E-38,2.2179E-40,9.0261E-38,3.3253E-40,0.021
22,6.536E-40,8.427E-42,8.5371E-40,1.2581E-41,1.0837E-39,1.0979E-41,1.3394E-39,1.357E-41,5.6145E-39,3.6198E-41,1.7559E-38,1.4555E-40,4.5847E-38,2.1113E-40,4.2826E-40,3.55E-42,3.3582E-39,9.28E-42,1.4168E-38,3.9148E-41,3.0152E-38,8.3311E-41,5.2688E-38,1.4558E-40,0.021
23,1.3082E-40,4.458E-42,1.8961E-40,7.858E-42,2.4539E-40,6.328E-42,3.141E-40,8.39E-42,1.6438E-39,2.7252E-41,6.948E-39,1.0239E-40,2.1951E-38,2.0218E-40,7.7671E-41,1.86E-42,9.4072E-40,6.931E-42,5.4183E-39,6.2851E-41,1.3648E-38,6.2851E-41,2.6907E-38,1.2391E-40,0.021
24,9.0394E-41,4.16E-43,1.2501E-40,6.91E-43,1.7066E-40,6.29E-43,2.1664E-40,7.99E-43,1.1162E-39,2.056E-42,4.8545E-39,8.942E-42,1.555E-38,1.4323E-41,5.102E-41,1.42E-43,6.4884E-40,5.97E-43,3.7683E-39,3.471E-42,9.5442E-39,8.79E-42,1.8869E-38,1.7379E-41,0.021
25,9.9541E-41,2.842E-42,1.293E-40,4.169E-42,1.6459E-40,3.335E-42,2.0625E-40,4.369E-42,9.2471E-40,1.2776E-41,2.9134E-39,4.5616E-41,7.7198E-39,7.1102E-41,6.2288E-41,1.09E-42,5.3803E-40,3.468E-42,2.3421E-39,1.2942E-41,5.1098E-39,2.3532E-41,8.8962E-39,4.0968E-41,0.021
26,1.5802E-41,7.3E-44,2.1874E-41,1.01E-43,2.9807E-41,8.3E-44,3.7664E-41,1.04E-43,1.7423E-40,3.21E-43,6.8726E-40,1.265E-42,1.9657E-39,1.81E-42,8.789E-42,2.4E-44,1.0364E-40,9.5E-44,5.419E-40,4.99E-43,1.2622E-39,1.163E-42,2.3244E-39,2.141E-42,0.021
27,5.6038E-41,9.81E-43,7.7354E-41,1.568E-42,1.0727E-40,1.285E-42,1.3819E-40,1.655E-42,6.9516E-40,5.762E-42,2.9901E-39,2.4786E-41,9.7742E-39,3.6009E-41,3.1081E-41,3.73E-43,4.0076E-40,1.477E-42,2.3189E-39,6.407E-42,5.9004E-39,1.6304E-41,1.1697E-38,2.1546E-41,0.021
28,2.8912E-40,5.06E-42,4.4738E-40,8.241E-42,6.046E-40,7.795E-42,8.1035E-40,8.956E-42,3.4568E-39,2.8654E-41,1.5131E-38,1.1149E-40,4.2921E-38,1.9766E-40,1.4503E-40,1.871E-42,2.1334E-39,7.86E-42,1.1854E-38,3.2754E-41,2.7687E-38,7.86E-42,5.0567E-38,1.871E-42,0.021
29,1.2543E-41,1.19E-42,1.9338E-41,1.871E-42,3.0537E-41,1.913E-42,3.6444E-41,2.417E-42,2.1778E-40,8.224E-42,1.5704E-39,4.3393E-41,6.8049E-39,8.7745E-41,5.105E-42,4.41E-43,1.3002E-40,2.155E-42,1.1653E-39,9.659E-42,3.7638E-39,2.7733E-41,8.6064E-39,5.5487E-41,0.021
30,9.73E-41,5.108E-42,1.4038E-40,7.758E-42,1.7034E-40,6.746E-42,2.1763E-40,8.018E-42,1.0513E-39,2.7111E-41,3.5068E-39,9.6897E-41,9.8381E-39,1.631E-40,5.5938E-41,1.958E-42,6.0383E-40,6.674E-42,2.9115E-39,2.4135E-41,6.5601E-39,5.4379E-41,1.1949E-38,8.804E-41,0.021
31,1.9216E-41,1.204E-42,3.3393E-41,2.03E-42,4.9527E-41,1.78E-42,6.9766E-41,2.506E-42,3.8945E-40,7.891E-42,2.7698E-39,4.0817E-41,1.1357E-38,8.3679E-41,8.598E-42,4.36E-43,2.2953E-40,2.115E-42,2.0232E-39,9.317E-42,6.3394E-39,2.115E-42,1.4523E-38,5.3503E-41,0.021
32,2.5529E-41,1.88E-43,4.1326E-41,3.42E-43,6.2435E-41,2.87E-43,8.4532E-41,3.9E-43,5.0469E-40,1.394E-42,3.6595E-39,6.742E-42,1.5213E-38,1.4012E-41,1.098E-41,7.1E-44,2.98E-40,2.75E-43,2.6954E-39,2.483E-42,8.4844E-39,7.815E-42,1.9401E-38,0.0,0.021
33,8.09E-43,4.6E-44,1.251E-42,8.4E-44,2.099E-42,7.6E-44,2.728E-42,1.08E-43,1.5203E-41,3.64E-43,1.229E-40,1.81E-42,5.1279E-40,3.778E-42,3.71E-43,1.5E-44,9.152E-42,9.2E-44,8.7245E-41,4.82E-43,2.8232E-40,1.3E-42,6.5274E-40,2.405E-42,0.021
34,4.7247E-40,2.1322E-41,5.8073E-40,3.1022E-41,8.3786E-40,3.0868E-41,1.0167E-39,3.4646E-41,4.4913E-39,1.0755E-40,1.5388E-38,3.6849E-40,4.1264E-38,5.7009E-40,2.6593E-40,8.083E-42,2.6447E-39,2.923E-41,1.2223E-38,1.0132E-40,2.7063E-38,2.2433E-40,4.7378E-38,3.4909E-40,0.021
35,2.7458E-40,2.276E-42,3.8679E-40,3.918E-42,5.2176E-40,3.365E-42,6.6907E-40,3.698E-42,3.1526E-39,1.1615E-41,1.301E-38,4.793E-41,3.759E-38,6.9244E-41,1.557E-40,1.003E-42,1.8753E-39,6.9244E-41,1.0183E-38,6.9244E-41,2.4114E-38,6.9244E-41,4.482E-38,1.003E-42,0.021
36,4.3977E-40,1.2557E-41,6.1606E-40,2.0427E-41,8.3951E-40,1.9331E-41,1.12E-39,2.4758E-41,4.7602E-39,7.0149E-41,1.649E-38,2.582E-40,4.7036E-38,3.8989E-40,2.6818E-40,5.188E-42,2.8551E-39,1.8407E-41,1.3293E-38,6.1217E-41,2.9897E-38,1.3768E-40,5.3905E-38,2.4824E-40,0.021
37,2.4331E-40,1.5239E-41,3.1898E-40,2.321E-41,4.6149E-40,2.2103E-41,5.533E-40,2.599E-41,3.0238E-39,9.1907E-41,1.4301E-38,3.2929E-40,4.1549E-38,6.1228E-40,1.0303E-40,5.598E-42,1.7757E-39,2.126E-41,1.0918E-38,9.0506E-41,2.6925E-38,2.2319E-40,5.0834E-38,3.7456E-40,0.021
38,3.6665E-40,5.403E-42,4.8736E-40,7.631E-42,6.2669E-40,6.349E-42,7.6958E-40,7.797E-42,3.4598E-39,2.2306E-41,1.1227E-38,8.2721E-41,2.891E-38,1.3314E-40,2.3049E-40,2.123E-42,2.0505E-39,7.554E-42,9.0334E-39,2.496E-41,1.9349E-38,5.3462E-41,3.347E-38,6.1654E-41,0.021
39,2.5725E-40,2.133E-42,3.4734E-40,3.84E-42,4.6812E-40,3.018E-42,6.0808E-40,3.921E-42,2.8705E-39,1.322E-41,1.2178E-38,1.322E-41,3.9551E-38,7.2856E-41,1.5373E-40,9.91E-43,1.6918E-39,3.116E-42,9.4441E-39,8.698E-42,2.3788E-38,2.191E-41,4.7726E-38,4.3957E-41,0.021
40,1.2368E-41,1.49E-43,1.8244E-41,2.19E-43,2.5698E-41,1.89E-43,3.3909E-41,2.82E-43,1.8413E-40,8.48E-43,1.0488E-39,3.865E-42,4.1296E-39,7.608E-42,6.71E-42,5.6E-44,1.0644E-40,1.96E-43,7.8183E-40,7.2E-43,2.3031E-39,2.122E-42,5.1655E-39,4.757E-42,0.021
41,3.9783E-40,6.596E-42,5.7875E-40,1.0129E-41,7.9085E-40,1.0197E-41,9.9563E-40,1.1004E-41,4.5383E-39,4.18E-41,1.9431E-38,1.6107E-40,5.5169E-38,2.5406E-40,2.0802E-40,2.682E-42,2.7803E-39,1.0243E-41,1.5449E-38,4.2686E-41,3.5653E-38,9.8513E-41,6.4878E-38,1.7926E-40,0.021
42,1.5783E-40,7.414E-42,2.2646E-40,1.1471E-41,3.5496E-40,1.0462E-41,4.4894E-40,1.4059E-41,2.3366E-39,4.5195E-41,1.2864E-38,1.8957E-40,4.675E-38,3.8753E-40,7.8376E-41,2.744E-42,1.3759E-39,1.1405E-41,9.6691E-39,5.3433E-41,2.6803E-38,1.2343E-40,5.6518E-38,2.0822E-40,0.021
43,2.9071E-41,4.55E-43,4.1944E-41,7.34E-43,5.3688E-41,6.92E-43,7.1297E-41,8.53E-43,3.3256E-40,2.756E-42,1.4005E-39,1.0319E-41,4.5653E-39,2.1024E-41,1.6994E-41,2.03E-43,1.9511E-40,7.19E-43,1.0851E-39,2.999E-42,2.7458E-39,5.059E-42,5.4134E-39,9.972E-42,0.021
44,9.1119E-40,1.2589E-41,1.2788E-39,2.0023E-41,1.6905E-39,1.7127E-41,2.2121E-39,2.0375E-41,8.5666E-39,6.3121E-41,2.9896E-38,2.2028E-40,8.0392E-38,3.7022E-40,5.3409E-40,4.919E-42,5.2967E-39,1.4635E-41,2.3879E-38,6.5979E-41,5.2724E-38,1.4568E-40,9.1624E-38,1.6878E-40,0.021
45,2.3442E-40,1.3171E-41,3.3266E-40,2.0835E-41,4.725E-40,1.7843E-41,5.7863E-40,2.5581E-41,2.709E-39,8.4832E-41,1.2555E-38,3.1221E-40,4.1457E-38,6.1094E-40,1.4282E-40,5.525E-42,1.6218E-39,2.0913E-41,9.55E-39,7.9162E-41,2.4457E-38,1.8021E-40,5.0119E-38,3.2313E-40,0.021
46,6.756E-42,3.24E-43,1.0758E-41,9.11E-43,1.5112E-41,8.21E-43,1.981E-41,9.49E-43,1.0216E-40,3.387E-42,6.47E-40,1.5494E-41,2.4621E-39,3.4015E-41,3.465E-42,2.0E-43,6.1108E-41,9.01E-43,4.7392E-40,3.928E-42,1.4116E-39,1.04E-41,3.1485E-39,1.7399E-41,0.021
47,2.3165E-40,1.707E-42,3.1336E-40,2.887E-42,4.0817E-40,2.256E-42,5.2148E-40,2.882E-42,2.3771E-39,8.758E-42,8.938E-39,3.2929E-41,2.533E-38,4.666E-41,1.378E-40,7.61E-43,1.4192E-39,2.615E-42,7.1128E-39,6.551E-42,1.6355E-38,1.5063E-41,2.9898E-38,2.7537E-41,0.021
48,1.2946E-40,5.961E-42,1.8507E-40,9.034E-42,2.2789E-40,8.395E-42,2.7831E-40,9.74E-42,1.3005E-39,3.2342E-41,4.1814E-39,1.0398E-40,1.0699E-38,1.7737E-40,9.5438E-41,2.549E-42,7.6864E-40,8.495E-42,3.3957E-39,2.8148E-41,7.2598E-39,6.0179E-41,1.257E-38,1.0419E-40,0.021
49,3.4638E-40,3.191E-42,5.1994E-40,5.267E-42,7.3443E-40,4.735E-42,9.5401E-40,6.15E-42,4.4417E-39,2.0455E-41,2.1755E-38,8.0147E-41,6.7725E-38,1.2475E-40,1.6381E-40,1.207E-42,2.6888E-39,4.952E-42,1.6856E-38,1.5525E-41,4.2068E-38,3.8746E-41,8.0975E-38,7.458E-41,0.021
50,8.8325E-41,4.637E-42,1.1871E-40,8.2E-42,1.7127E-40,7.571E-42,2.3146E-40,9.806E-42,1.1816E-39,2.9385E-41,4.8182E-39,1.1982E-40,1.6266E-38,2.0974E-40,5.158E-41,1.995E-42,6.6203E-40,7.318E-42,3.7126E-39,3.0775E-41,9.7114E-39,7.1556E-41,1.8883E-38,1.3914E-40,0.021
51,8.481E-41,1.562E-42,1.1294E-40,2.705E-42,1.5792E-40,2.182E-42,2.078E-40,3.062E-42,1.0677E-39,9.834E-42,5.0821E-39,4.2127E-41,1.8969E-38,6.9884E-41,4.6865E-41,6.47E-43,6.1666E-40,2.272E-42,3.9016E-39,1.078E-41,1.0756E-38,1.9813E-41,2.3187E-38,4.2712E-41,0.021
52,2.87E-40,1.1631E-41,3.7246E-40,1.6123E-41,4.2961E-40,1.3057E-41,5.3E-40,1.7574E-41,2.236E-39,4.9427E-41,6.8027E-39,1.5664E-40,1.7293E-38,2.867E-40,1.7566E-40,4.854E-42,1.3399E-39,1.3576E-41,5.5141E-39,4.5709E-41,1.1489E-38,8.4654E-41,1.9855E-38,1.463E-40,0.021
53,3.7484E-40,2.2096E-41,4.8736E-40,3.232E-41,6.9287E-40,3.0631E-41,8.2461E-40,3.7975E-41,4.2252E-39,1.1286E-40,1.7958E-38,4.7965E-40,4.82E-38,7.547E-40,1.6682E-40,7.529E-42,2.5018E-39,2.9956E-41,1.3927E-38,1.1544E-40,3.2289E-38,2.3791E-40,5.811E-38,4.2817E-40,0.021
54,8.7448E-41,4.83E-43,1.2722E-40,8.2E-43,1.807E-40,8.32E-43,2.3602E-40,8.7E-43,1.3669E-39,2.518E-42,7.5535E-39,1.3913E-41,2.8665E-38,2.6402E-41,4.5894E-41,2.12E-43,7.8514E-40,2.6402E-41,5.6879E-39,1.5109E-41,1.6404E-38,1.5109E-41,3.5888E-38,3.3054E-41,0.021
55,6.8509E-40,3.154E-42,9.848E-40,4.535E-42,1.3607E-39,3.76E-42,1.761E-39,4.865E-42,7.3679E-39,1.3572E-41,2.9988E-38,5.524E-41,8.4908E-38,7.8204E-41,3.6656E-40,1.013E-42,4.4973E-39,4.142E-42,2.3667E-38,2.1799E-41,5.4619E-38,5.0307E-41,9.9208E-38,9.1374E-41,0.021
56,2.0255E-40,1.1753E-41,2.8876E-40,2.0745E-41,3.9097E-40,1.8005E-41,5.1539E-40,2.2785E-41,2.7399E-39,6.8137E-41,1.0504E-38,2.7088E-40,3.4653E-38,5.1066E-40,1.1549E-40,5.211E-42,1.5536E-39,1.7172E-41,8.4985E-39,7.8274E-41,2.1113E-38,1.5556E-40,4.128E-38,3.0416E-40,0.021
57,6.3288E-41,1.282E-42,8.9892E-41,2.152E-42,1.234E-40,1.932E-42,1.6479E-40,2.428E-42,9.0975E-40,7.542E-42,4.5764E-39,3.7935E-41,1.7351E-38,6.3923E-41,3.6721E-41,5.41E-43,5.1301E-40,2.363E-42,3.4779E-39,9.61E-42,9.8656E-39,1.8173E-41,2.1564E-38,3.9721E-41,0.021
58,9.3494E-40,6.028E-42,1.1814E-39,8.705E-42,1.5066E-39,6.938E-42,1.8569E-39,8.551E-42,7.943E-39,2.9263E-41,2.4433E-38,9.0017E-41,6.5461E-38,1.8088E-40,6.0699E-40,2.236E-42,4.7118E-39,8.68E-42,1.9897E-38,3.9325E-41,4.2696E-38,3.9325E-41,7.5995E-38,6.9993E-41,0.021
59,1.2516E-41,1.003E-42,1.7876E-41,1.515E-42,2.5251E-41,1.558E-42,3.259E-41,1.711E-42,1.9601E-40,6.68E-42,1.1778E-39,3.1459E-41,4.4124E-39,6.096E-41,6.967E-42,3.98E-43,1.1521E-40,1.592E-42,8.7877E-40,8.094E-42,2.5602E-39,1.8864E-41,5.6322E-39,3.6312E-41,0.021
60,3.89E-42,1.86E-43,5.96E-42,2.97E-43,8.496E-42,2.97E-43,1.1782E-41,3.69E-43,6.3096E-41,1.22E-42,3.5156E-40,5.504E-42,1.3842E-39,1.0199E-41,2.081E-42,7.3E-44,3.6341E-41,3.01E-43,2.6522E-40,1.466E-42,7.8632E-40,3.621E-42,1.714E-39,6.314E-42,0.021
61,1.1573E-39,6.396E-42,1.4462E-39,9.324E-42,1.8023E-39,9.96E-42,2.2092E-39,1.0173E-41,8.8927E-39,3.2762E-41,2.5529E-38,9.4052E-41,6.2551E-38,1.7283E-40,7.7025E-40,2.838E-42,5.3732E-39,1.7283E-40,2.0866E-38,1.9217E-41,4.2212E-38,3.8879E-41,7.1818E-38,6.6147E-41,0.021
62,1.3882E-40,5.754E-42,1.9735E-40,8.362E-42,2.78E-40,7.937E-42,3.6479E-40,9.072E-42,1.876E-39,3.6285E-41,9.4894E-39,1.3984E-40,3.5127E-38,2.5882E-40,7.5377E-41,2.014E-42,1.0776E-39,7.94E-42,7.1522E-39,3.9525E-41,2.0083E-38,9.2487E-41,4.3495E-38,1.6024E-40,0.021
63,3.188E-40,8.81E-43,4.1488E-40,1.529E-42,5.3892E-40,1.49E-42,6.6976E-40,1.851E-42,2.8755E-39,5.297E-42,8.9933E-39,1.6566E-41,2.2653E-38,2.0864E-41,1.9657E-40,3.62E-43,1.7215E-39,1.586E-42,7.3168E-39,6.739E-42,1.5315E-38,1.4105E-41,2.6225E-38,2.4154E-41,0.021
64,1.2688E-40,5.84E-43,1.9347E-40,8.91E-43,2.7252E-40,1.003E-42,3.5205E-40,9.73E-43,1.6092E-39,2.964E-42,7.2012E-39,1.3265E-41,2.0427E-38,1.8814E-41,6.1235E-41,2.26E-43,9.786E-40,9.01E-43,5.6313E-39,5.186E-42,1.3299E-38,1.2249E-41,2.4155E-38,2.2247E-41,0.021
65,1.9841E-40,1.3888E-41,2.6913E-40,2.107E-41,3.9991E-40,2.0259E-41,4.8168E-40,2.4401E-41,2.7438E-39,8.3397E-41,1.4176E-38,3.3947E-40,4.2419E-38,6.6417E-40,7.6411E-41,4.855E-42,1.6157E-39,2.0833E-41,1.0734E-38,7.909E-41,2.7212E-38,2.005E-40,5.2139E-38,3.8417E-40,0.021
66,9.1248E-41,1.932E-42,1.4055E-40,3.366E-42,1.8528E-40,2.9E-42,2.4993E-40,3.683E-42,1.3811E-39,1.2721E-41,7.7522E-39,6.4261E-41,2.9828E-38,1.3736E-40,4.7361E-41,8.28E-43,7.962E-40,2.933E-42,5.8053E-39,1.604E-41,1.6866E-38,3.107E-41,3.7104E-38,6.8348E-41,0.021
67,9.617E-42,7.36E-43,1.9726E-41,1.272E-42,2.7104E-41,1.298E-42,4.0164E-41,1.701E-42,2.5908E-40,5.965E-42,2.1709E-39,3.3991E-41,9.4938E-39,6.9953E-41,3.502E-42,2.48E-43,1.4936E-40,1.651E-42,1.5482E-39,8.556E-42,5.2077E-39,2.3982E-41,1.2197E-38,4.4934E-41,0.021
68,3.9648E-41,2.556E-42,5.6367E-41,4.465E-42,8.6184E-41,3.89E-42,1.1799E-40,4.673E-42,4.8868E-40,1.4403E-41,2.4447E-39,6.755E-41,7.7594E-39,1.2149E-40,1.9945E-41,9.74E-43,3.0692E-40,3.674E-42,1.9348E-39,1.6038E-41,4.9639E-39,3.6575E-41,9.4412E-39,6.087E-41,0.021
69,1.4253E-41,1.32E-43,1.9838E-41,2.19E-43,2.6762E-41,1.72E-43,3.4826E-41,2.24E-43,1.7568E-40,6.47E-43,7.4048E-40,2.728E-42,2.3459E-39,4.322E-42,8.262E-42,5.3E-44,1.0212E-40,1.88E-43,5.7639E-40,5.31E-43,1.4385E-39,1.324E-42,2.8256E-39,2.602E-42,0.021
70,2.4516E-40,1.2418E-41,3.2021E-40,1.7991E-41,4.1941E-40,1.5452E-41,5.1599E-40,1.996E-41,2.4068E-39,6.2069E-41,8.6585E-39,2.2329E-40,2.2795E-38,3.5691E-40,1.5298E-40,5.073E-42,1.4462E-39,1.5985E-41,6.9031E-39,6.358E-41,1.5256E-38,1.2646E-40,2.7205E-38,2.0045E-40,0.021
71,5.3019E-40,3.418E-42,7.1257E-40,5.906E-42,9.5505E-40,6.157E-42,1.1804E-39,6.523E-42,5.1955E-39,1.914E-41,1.8215E-38,6.7107E-41,4.7296E-38,1.3069E-40,3.1162E-40,1.435E-42,3.122E-39,5.751E-42,1.4603E-38,1.345E-41,3.1712E-38,2.9209E-41,5.5415E-38,5.104E-41,0.021
72,3.9568E-40,1.2026E-41,5.3672E-40,1.7302E-41,6.8383E-40,1.5116E-41,8.4517E-40,1.9461E-41,4.1015E-39,6.422E-41,1.4499E-38,2.2702E-40,4.0045E-38,3.6883E-40,2.2312E-40,4.727E-42,2.382E-39,1.5357E-41,1.1731E-38,5.4024E-41,2.6457E-38,1.2184E-40,4.7967E-38,2.209E-40,0.021
