# Filter transmission for J-PLUS filter J0395
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
3960    0.868     0.577 
3961    0.867     0.577 
3962    0.867     0.577 
3963    0.867     0.578 
3964    0.869     0.579 
3965    0.868     0.579 
3966    0.869     0.580 
3967    0.867     0.579 
3968    0.866     0.579 
3969    0.863     0.578 
3970    0.862     0.578 
3971    0.863     0.579 
3972    0.865     0.580 
3973    0.864     0.580 
3974    0.863     0.580 
3975    0.860     0.579 
3976    0.859     0.578 
3977    0.856     0.577 
3978    0.852     0.575 
3979    0.846     0.571 
3980    0.835     0.564 
3981    0.821     0.555 
3982    0.801     0.542 
3983    0.771     0.522 
3984    0.734     0.497 
3985    0.689     0.467 
3986    0.640     0.434 
3987    0.582     0.395 
3988    0.516     0.351 
3989    0.450     0.306 
3990    0.386     0.263 
3991    0.326     0.222 
3992    0.269     0.183 
3993    0.218     0.149 
3994    0.176     0.120 
3995    0.141     0.096 
3996    0.113     0.077 
3997    0.090     0.062 
3998    0.071     0.049 
3999    0.057     0.039 
4000    0.046     0.031 
4001    0.037     0.025 
4002    0.030     0.021 
4003    0.024     0.017 
4004    0.020     0.014 
4005    0.016     0.011 
4006    0.013     0.009 
4007    0.011     0.008 
4008    0.009     0.006 
4009    0.008     0.005 
4010    0.006     0.004 
4011    0.005     0.004 
4012    0.005     0.003 
4013    0.004     0.003 
4014    0.003     0.002 
4015    0.003     0.002 
4016    0.003     0.002 
4017    0.002     0.002 
4018    0.002     0.001 
4019    0.002     0.001 
4020    0.001     0.001 
4021    0.001     0.001 
4022    0.001     0.001 
4023    0.001     0.001 
4024    0.001     0.001 
4025    0.001     0.001 
4026    0.001     0.001 
4027    0.001     0.000 
4028    0.001     0.000 
4029    0.000     0.000 
4030    0.000     0.000 
4031    0.000     0.000 
4032    0.000     0.000 
4033    0.000     0.000 
4034    0.000     0.000 
4035    0.000     0.000 
4036    0.000     0.000 
4037    0.000     0.000 
4038    0.000     0.000 
4039    0.000     0.000 
4040    0.000     0.000 
4041    0.000     0.000 
4042    0.000     0.000 
4043    0.000     0.000 
4044    0.000     0.000 
4045    0.000     0.000 
4046    0.000     0.000 
4047    0.000     0.000 
4048    0.000     0.000 
4049    0.000     0.000 
4050    0.000     0.000 
4051    0.000     0.000 
4052    0.000     0.000 
4053    0.000     0.000 
4054    0.000     0.000 
4055    0.000     0.000 
4056    0.000     0.000 
4057    0.000     0.000 
4058    0.000     0.000 
4059    0.000     0.000 
4060    0.000     0.000 
4061    0.000     0.000 
4062    0.000     0.000 
4063    0.000     0.000 
4064    0.000     0.000 
4065    0.000     0.000 
4066    0.000     0.000 
4067    0.000     0.000 
4068    0.000     0.000 
4069    0.000     0.000 
4070    0.000     0.000 
4071    0.000     0.000 
4072    0.000     0.000 
4073    0.000     0.000 
4074    0.000     0.000 
4075    0.000     0.000 
4076    0.000     0.000 
4077    0.000     0.000 
4078    0.000     0.000 
4079    0.000     0.000 
4080    0.000     0.000 
