# Filter transmission for J-PLUS filter J0430
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
4371    0.902     0.700 
4372    0.901     0.699 
4373    0.899     0.697 
4374    0.897     0.696 
4375    0.896     0.695 
4376    0.895     0.694 
4377    0.892     0.693 
4378    0.891     0.691 
4379    0.889     0.690 
4380    0.886     0.688 
4381    0.882     0.685 
4382    0.877     0.682 
4383    0.875     0.680 
4384    0.868     0.675 
4385    0.861     0.670 
4386    0.854     0.664 
4387    0.843     0.656 
4388    0.831     0.646 
4389    0.818     0.637 
4390    0.802     0.624 
4391    0.782     0.608 
4392    0.761     0.592 
4393    0.739     0.575 
4394    0.714     0.556 
4395    0.686     0.534 
4396    0.656     0.511 
4397    0.626     0.487 
4398    0.595     0.463 
4399    0.562     0.438 
4400    0.529     0.412 
4401    0.495     0.386 
4402    0.462     0.360 
4403    0.430     0.335 
4404    0.397     0.309 
4405    0.364     0.284 
4406    0.333     0.260 
4407    0.306     0.239 
4408    0.281     0.219 
4409    0.256     0.200 
4410    0.232     0.181 
4411    0.210     0.164 
4412    0.191     0.149 
4413    0.173     0.135 
4414    0.157     0.122 
4415    0.140     0.110 
4416    0.126     0.099 
4417    0.113     0.089 
4418    0.102     0.080 
4419    0.092     0.072 
4420    0.083     0.065 
4421    0.075     0.059 
4422    0.068     0.053 
4423    0.061     0.048 
4424    0.055     0.043 
4425    0.050     0.039 
4426    0.045     0.035 
4427    0.041     0.032 
4428    0.037     0.029 
4429    0.033     0.026 
4430    0.030     0.024 
4431    0.028     0.022 
4432    0.025     0.020 
4433    0.023     0.018 
4434    0.021     0.016 
4435    0.019     0.015 
4436    0.017     0.014 
4437    0.016     0.013 
4438    0.015     0.011 
4439    0.013     0.011 
4440    0.012     0.010 
4441    0.011     0.009 
4442    0.010     0.008 
4443    0.010     0.008 
4444    0.009     0.007 
4445    0.008     0.006 
4446    0.008     0.006 
4447    0.007     0.005 
4448    0.006     0.005 
4449    0.006     0.005 
4450    0.006     0.004 
4451    0.005     0.004 
4452    0.005     0.004 
4453    0.004     0.003 
4454    0.004     0.003 
4455    0.004     0.003 
4456    0.004     0.003 
4457    0.003     0.003 
4458    0.003     0.002 
4459    0.003     0.002 
4460    0.003     0.002 
4461    0.003     0.002 
4462    0.002     0.002 
4463    0.002     0.002 
4464    0.002     0.002 
4465    0.002     0.002 
4466    0.002     0.001 
4467    0.002     0.001 
4468    0.002     0.001 
4469    0.002     0.001 
4470    0.001     0.001 
4471    0.001     0.001 
4472    0.001     0.001 
4473    0.001     0.001 
4474    0.001     0.001 
4475    0.001     0.001 
4476    0.001     0.001 
4477    0.001     0.001 
4478    0.001     0.001 
4479    0.001     0.001 
4480    0.001     0.001 
4481    0.001     0.001 
4482    0.001     0.001 
4483    0.001     0.001 
4484    0.001     0.001 
4485    0.001     0.000 
4486    0.001     0.000 
4487    0.001     0.000 
4488    0.001     0.000 
4489    0.001     0.000 
4490    0.001     0.000 
4491    0.000     0.000 
4492    0.000     0.000 
4493    0.000     0.000 
4494    0.000     0.000 
4495    0.000     0.000 
4496    0.000     0.000 
4497    0.000     0.000 
4498    0.000     0.000 
4499    0.000     0.000 
4500    0.000     0.000 
4501    0.000     0.000 
4502    0.000     0.000 
4503    0.000     0.000 
4504    0.000     0.000 
4505    0.000     0.000 
4506    0.000     0.000 
4507    0.000     0.000 
4508    0.000     0.000 
4509    0.000     0.000 
4510    0.000     0.000 
4511    0.000     0.000 
4512    0.000     0.000 
4513    0.000     0.000 
4514    0.000     0.000 
4515    0.000     0.000 
4516    0.000     0.000 
4517    0.000     0.000 
4518    0.000     0.000 
4519    0.000     0.000 
4520    0.000     0.000 
4521    0.000     0.000 
4522    0.000     0.000 
4523    0.000     0.000 
4524    0.000     0.000 
4525    0.000     0.000 
4526    0.000     0.000 
4527    0.000     0.000 
4528    0.000     0.000 
4529    0.000     0.000 
4530    0.000     0.000 
4531    0.000     0.000 
4532    0.000     0.000 
4533    0.000     0.000 
4534    0.000     0.000 
4535    0.000     0.000 
4536    0.000     0.000 
4537    0.000     0.000 
4538    0.000     0.000 
4539    0.000     0.000 
4540    0.000     0.000 
4541    0.000     0.000 
4542    0.000     0.000 
4543    0.000     0.000 
4544    0.000     0.000 
4545    0.000     0.000 
4546    0.000     0.000 
4547    0.000     0.000 
4548    0.000     0.000 
4549    0.000     0.000 
4550    0.000     0.000 
