# Filter transmission for J-PLUS filter rSDSS
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
5132    0.000     0.000 
5133    0.000     0.000 
5134    0.000     0.000 
5135    0.000     0.000 
5136    0.000     0.000 
5137    0.000     0.000 
5138    0.000     0.000 
5139    0.000     0.000 
5140    0.000     0.000 
5141    0.000     0.000 
5142    0.000     0.000 
5143    0.000     0.000 
5144    0.000     0.000 
5145    0.000     0.000 
5146    0.000     0.000 
5147    0.000     0.000 
5148    0.000     0.000 
5149    0.000     0.000 
5150    0.000     0.000 
5151    0.000     0.000 
5152    0.000     0.000 
5153    0.000     0.000 
5154    0.000     0.000 
5155    0.000     0.000 
5156    0.000     0.000 
5157    0.000     0.000 
5158    0.000     0.000 
5159    0.000     0.000 
5160    0.000     0.000 
5161    0.000     0.000 
5162    0.000     0.000 
5163    0.000     0.000 
5164    0.000     0.000 
5165    0.000     0.000 
5166    0.000     0.000 
5167    0.000     0.000 
5168    0.000     0.000 
5169    0.000     0.000 
5170    0.000     0.000 
5171    0.000     0.000 
5172    0.000     0.000 
5173    0.000     0.000 
5174    0.000     0.000 
5175    0.000     0.000 
5176    0.000     0.000 
5177    0.000     0.000 
5178    0.000     0.000 
5179    0.000     0.000 
5180    0.000     0.000 
5181    0.000     0.000 
5182    0.000     0.000 
5183    0.000     0.000 
5184    0.000     0.000 
5185    0.000     0.000 
5186    0.000     0.000 
5187    0.000     0.000 
5188    0.000     0.000 
5189    0.000     0.000 
5190    0.000     0.000 
5191    0.000     0.000 
5192    0.000     0.000 
5193    0.000     0.000 
5194    0.000     0.000 
5195    0.000     0.000 
5196    0.000     0.000 
5197    0.000     0.000 
5198    0.000     0.000 
5199    0.000     0.000 
5200    0.000     0.000 
5201    0.000     0.000 
5202    0.000     0.000 
5203    0.000     0.000 
5204    0.000     0.000 
5205    0.000     0.000 
5206    0.000     0.000 
5207    0.000     0.000 
5208    0.000     0.000 
5209    0.000     0.000 
5210    0.000     0.000 
5211    0.000     0.000 
5212    0.000     0.000 
5213    0.000     0.000 
5214    0.000     0.000 
5215    0.000     0.000 
5216    0.000     0.000 
5217    0.000     0.000 
5218    0.000     0.000 
5219    0.000     0.000 
5220    0.000     0.000 
5221    0.000     0.000 
5222    0.000     0.000 
5223    0.000     0.000 
5224    0.000     0.000 
5225    0.000     0.000 
5226    0.000     0.000 
5227    0.000     0.000 
5228    0.000     0.000 
5229    0.000     0.000 
5230    0.000     0.000 
5231    0.000     0.000 
5232    0.000     0.000 
5233    0.000     0.000 
5234    0.000     0.000 
5235    0.000     0.000 
5236    0.000     0.000 
5237    0.000     0.000 
5238    0.000     0.000 
5239    0.000     0.000 
5240    0.000     0.000 
5241    0.000     0.000 
5242    0.000     0.000 
5243    0.000     0.000 
5244    0.000     0.000 
5245    0.000     0.000 
5246    0.000     0.000 
5247    0.000     0.000 
5248    0.000     0.000 
5249    0.000     0.000 
5250    0.000     0.000 
5251    0.000     0.000 
5252    0.000     0.000 
5253    0.000     0.000 
5254    0.000     0.000 
5255    0.000     0.000 
5256    0.000     0.000 
5257    0.000     0.000 
5258    0.000     0.000 
5259    0.000     0.000 
5260    0.000     0.000 
5261    0.000     0.000 
5262    0.000     0.000 
5263    0.000     0.000 
5264    0.000     0.000 
5265    0.000     0.000 
5266    0.000     0.000 
5267    0.000     0.000 
5268    0.000     0.000 
5269    0.000     0.000 
5270    0.000     0.000 
5271    0.000     0.000 
5272    0.000     0.000 
5273    0.000     0.000 
5274    0.000     0.000 
5275    0.000     0.000 
5276    0.000     0.000 
5277    0.000     0.000 
5278    0.000     0.000 
5279    0.000     0.000 
5280    0.000     0.000 
5281    0.000     0.000 
5282    0.000     0.000 
5283    0.000     0.000 
5284    0.000     0.000 
5285    0.000     0.000 
5286    0.000     0.000 
5287    0.000     0.000 
5288    0.000     0.000 
5289    0.000     0.000 
5290    0.000     0.000 
5291    0.000     0.000 
5292    0.000     0.000 
5293    0.000     0.000 
5294    0.000     0.000 
5295    0.000     0.000 
5296    0.000     0.000 
5297    0.000     0.000 
5298    0.000     0.000 
5299    0.000     0.000 
5300    0.000     0.000 
5301    0.000     0.000 
5302    0.000     0.000 
5303    0.000     0.000 
5304    0.000     0.000 
5305    0.000     0.000 
5306    0.000     0.000 
5307    0.000     0.000 
5308    0.000     0.000 
5309    0.000     0.000 
5310    0.000     0.000 
5311    0.000     0.000 
5312    0.000     0.000 
5313    0.000     0.000 
5314    0.000     0.000 
5315    0.000     0.000 
5316    0.001     0.000 
5317    0.001     0.000 
5318    0.001     0.001 
5319    0.001     0.001 
5320    0.001     0.001 
5321    0.001     0.001 
5322    0.001     0.001 
5323    0.001     0.001 
5324    0.001     0.001 
5325    0.001     0.001 
5326    0.001     0.001 
5327    0.001     0.001 
5328    0.002     0.001 
5329    0.002     0.001 
5330    0.002     0.001 
5331    0.002     0.002 
5332    0.002     0.002 
5333    0.002     0.002 
5334    0.003     0.002 
5335    0.003     0.002 
5336    0.003     0.002 
5337    0.003     0.003 
5338    0.003     0.003 
5339    0.004     0.003 
5340    0.004     0.003 
5341    0.004     0.003 
5342    0.004     0.004 
5343    0.005     0.004 
5344    0.005     0.004 
5345    0.005     0.005 
5346    0.006     0.005 
5347    0.006     0.005 
5348    0.007     0.005 
5349    0.007     0.006 
5350    0.007     0.006 
5351    0.008     0.006 
5352    0.008     0.007 
5353    0.009     0.007 
5354    0.009     0.008 
5355    0.010     0.008 
5356    0.010     0.009 
5357    0.011     0.009 
5358    0.011     0.009 
5359    0.012     0.010 
5360    0.012     0.010 
5361    0.013     0.011 
5362    0.014     0.011 
5363    0.014     0.012 
5364    0.015     0.012 
5365    0.015     0.013 
5366    0.016     0.013 
5367    0.017     0.014 
5368    0.017     0.014 
5369    0.018     0.015 
5370    0.019     0.016 
5371    0.020     0.016 
5372    0.020     0.017 
5373    0.021     0.017 
5374    0.021     0.018 
5375    0.022     0.018 
5376    0.023     0.019 
5377    0.023     0.020 
5378    0.024     0.020 
5379    0.025     0.021 
5380    0.026     0.021 
5381    0.027     0.022 
5382    0.027     0.023 
5383    0.028     0.023 
5384    0.029     0.024 
5385    0.030     0.025 
5386    0.031     0.026 
5387    0.032     0.026 
5388    0.032     0.027 
5389    0.033     0.028 
5390    0.034     0.028 
5391    0.035     0.029 
5392    0.036     0.030 
5393    0.037     0.031 
5394    0.039     0.032 
5395    0.040     0.033 
5396    0.040     0.034 
5397    0.042     0.035 
5398    0.043     0.035 
5399    0.044     0.036 
5400    0.045     0.037 
5401    0.046     0.039 
5402    0.048     0.040 
5403    0.049     0.041 
5404    0.050     0.041 
5405    0.051     0.042 
5406    0.052     0.044 
5407    0.054     0.045 
5408    0.055     0.046 
5409    0.057     0.047 
5410    0.058     0.049 
5411    0.060     0.050 
5412    0.061     0.051 
5413    0.063     0.052 
5414    0.064     0.054 
5415    0.067     0.055 
5416    0.069     0.057 
5417    0.070     0.059 
5418    0.072     0.060 
5419    0.075     0.062 
5420    0.077     0.064 
5421    0.079     0.066 
5422    0.082     0.068 
5423    0.084     0.070 
5424    0.087     0.072 
5425    0.090     0.075 
5426    0.093     0.077 
5427    0.095     0.079 
5428    0.097     0.081 
5429    0.101     0.084 
5430    0.104     0.086 
5431    0.107     0.089 
5432    0.110     0.092 
5433    0.114     0.095 
5434    0.117     0.098 
5435    0.121     0.100 
5436    0.124     0.103 
5437    0.128     0.107 
5438    0.132     0.110 
5439    0.136     0.113 
5440    0.140     0.117 
5441    0.144     0.120 
5442    0.147     0.122 
5443    0.152     0.127 
5444    0.157     0.131 
5445    0.161     0.134 
5446    0.166     0.138 
5447    0.171     0.143 
5448    0.177     0.147 
5449    0.182     0.152 
5450    0.188     0.157 
5451    0.193     0.161 
5452    0.198     0.165 
5453    0.205     0.171 
5454    0.211     0.176 
5455    0.217     0.181 
5456    0.222     0.185 
5457    0.229     0.191 
5458    0.235     0.196 
5459    0.241     0.201 
5460    0.247     0.206 
5461    0.252     0.210 
5462    0.257     0.214 
5463    0.264     0.220 
5464    0.271     0.226 
5465    0.277     0.231 
5466    0.282     0.235 
5467    0.289     0.241 
5468    0.296     0.247 
5469    0.301     0.251 
5470    0.307     0.256 
5471    0.313     0.261 
5472    0.320     0.267 
5473    0.326     0.272 
5474    0.332     0.277 
5475    0.337     0.281 
5476    0.342     0.286 
5477    0.347     0.290 
5478    0.352     0.294 
5479    0.357     0.298 
5480    0.361     0.302 
5481    0.366     0.305 
5482    0.370     0.309 
5483    0.374     0.312 
5484    0.377     0.315 
5485    0.380     0.318 
5486    0.383     0.320 
5487    0.387     0.323 
5488    0.390     0.326 
5489    0.395     0.330 
5490    0.399     0.333 
5491    0.401     0.335 
5492    0.404     0.337 
5493    0.407     0.339 
5494    0.409     0.342 
5495    0.412     0.344 
5496    0.415     0.346 
5497    0.418     0.349 
5498    0.421     0.351 
5499    0.423     0.353 
5500    0.425     0.355 
5501    0.428     0.358 
5502    0.431     0.360 
5503    0.433     0.362 
5504    0.435     0.363 
5505    0.437     0.365 
5506    0.439     0.367 
5507    0.443     0.370 
5508    0.447     0.373 
5509    0.449     0.375 
5510    0.452     0.377 
5511    0.454     0.380 
5512    0.457     0.382 
5513    0.461     0.385 
5514    0.464     0.388 
5515    0.467     0.390 
5516    0.469     0.392 
5517    0.473     0.395 
5518    0.477     0.399 
5519    0.479     0.400 
5520    0.481     0.402 
5521    0.484     0.404 
5522    0.486     0.407 
5523    0.491     0.410 
5524    0.495     0.414 
5525    0.499     0.417 
5526    0.504     0.421 
5527    0.507     0.424 
5528    0.511     0.428 
5529    0.515     0.431 
5530    0.519     0.434 
5531    0.524     0.438 
5532    0.528     0.442 
5533    0.533     0.445 
5534    0.537     0.449 
5535    0.542     0.453 
5536    0.547     0.458 
5537    0.551     0.461 
5538    0.555     0.464 
5539    0.560     0.468 
5540    0.564     0.472 
5541    0.569     0.476 
5542    0.573     0.479 
5543    0.577     0.483 
5544    0.581     0.486 
5545    0.586     0.490 
5546    0.591     0.495 
5547    0.597     0.500 
5548    0.603     0.504 
5549    0.607     0.508 
5550    0.611     0.511 
5551    0.615     0.515 
5552    0.619     0.518 
5553    0.622     0.521 
5554    0.626     0.524 
5555    0.631     0.528 
5556    0.636     0.532 
5557    0.638     0.534 
5558    0.640     0.536 
5559    0.644     0.539 
5560    0.647     0.542 
5561    0.649     0.544 
5562    0.652     0.546 
5563    0.657     0.550 
5564    0.661     0.554 
5565    0.663     0.556 
5566    0.666     0.557 
5567    0.668     0.559 
5568    0.670     0.561 
5569    0.672     0.563 
5570    0.675     0.565 
5571    0.676     0.566 
5572    0.677     0.567 
5573    0.679     0.569 
5574    0.682     0.571 
5575    0.682     0.571 
5576    0.683     0.572 
5577    0.684     0.573 
5578    0.685     0.574 
5579    0.687     0.576 
5580    0.689     0.577 
5581    0.687     0.576 
5582    0.686     0.575 
5583    0.687     0.576 
5584    0.689     0.577 
5585    0.688     0.577 
5586    0.688     0.577 
5587    0.688     0.576 
5588    0.687     0.576 
5589    0.688     0.577 
5590    0.689     0.577 
5591    0.690     0.578 
5592    0.691     0.579 
5593    0.693     0.580 
5594    0.694     0.582 
5595    0.694     0.582 
5596    0.694     0.581 
5597    0.694     0.582 
5598    0.694     0.582 
5599    0.695     0.583 
5600    0.696     0.583 
5601    0.696     0.584 
5602    0.697     0.584 
5603    0.697     0.584 
5604    0.697     0.584 
5605    0.699     0.586 
5606    0.701     0.588 
5607    0.703     0.590 
5608    0.705     0.592 
5609    0.706     0.592 
5610    0.707     0.593 
5611    0.710     0.596 
5612    0.713     0.598 
5613    0.714     0.599 
5614    0.714     0.599 
5615    0.716     0.601 
5616    0.718     0.602 
5617    0.721     0.605 
5618    0.724     0.607 
5619    0.724     0.607 
5620    0.724     0.607 
5621    0.727     0.610 
5622    0.731     0.614 
5623    0.733     0.615 
5624    0.735     0.617 
5625    0.738     0.619 
5626    0.740     0.621 
5627    0.743     0.624 
5628    0.746     0.626 
5629    0.749     0.628 
5630    0.752     0.631 
5631    0.755     0.634 
5632    0.759     0.637 
5633    0.759     0.637 
5634    0.759     0.638 
5635    0.763     0.641 
5636    0.767     0.644 
5637    0.769     0.646 
5638    0.771     0.647 
5639    0.773     0.649 
5640    0.775     0.651 
5641    0.779     0.654 
5642    0.783     0.658 
5643    0.786     0.660 
5644    0.789     0.663 
5645    0.791     0.665 
5646    0.793     0.666 
5647    0.796     0.668 
5648    0.798     0.670 
5649    0.801     0.673 
5650    0.804     0.675 
5651    0.803     0.675 
5652    0.803     0.675 
5653    0.806     0.677 
5654    0.809     0.680 
5655    0.810     0.680 
5656    0.810     0.680 
5657    0.812     0.682 
5658    0.814     0.684 
5659    0.815     0.685 
5660    0.816     0.686 
5661    0.818     0.687 
5662    0.819     0.688 
5663    0.821     0.690 
5664    0.824     0.692 
5665    0.823     0.691 
5666    0.822     0.691 
5667    0.825     0.693 
5668    0.828     0.696 
5669    0.826     0.695 
5670    0.825     0.693 
5671    0.827     0.695 
5672    0.829     0.697 
5673    0.829     0.697 
5674    0.829     0.697 
5675    0.830     0.698 
5676    0.830     0.698 
5677    0.831     0.699 
5678    0.832     0.700 
5679    0.834     0.701 
5680    0.835     0.702 
5681    0.837     0.704 
5682    0.839     0.705 
5683    0.839     0.705 
5684    0.839     0.706 
5685    0.841     0.707 
5686    0.842     0.708 
5687    0.840     0.706 
5688    0.838     0.704 
5689    0.840     0.706 
5690    0.842     0.708 
5691    0.843     0.709 
5692    0.843     0.709 
5693    0.845     0.710 
5694    0.846     0.711 
5695    0.846     0.712 
5696    0.847     0.712 
5697    0.847     0.712 
5698    0.847     0.713 
5699    0.850     0.715 
5700    0.852     0.717 
5701    0.853     0.717 
5702    0.853     0.718 
5703    0.852     0.717 
5704    0.851     0.716 
5705    0.854     0.719 
5706    0.857     0.721 
5707    0.857     0.721 
5708    0.857     0.721 
5709    0.858     0.722 
5710    0.859     0.723 
5711    0.859     0.723 
5712    0.860     0.724 
5713    0.859     0.724 
5714    0.859     0.723 
5715    0.861     0.725 
5716    0.862     0.726 
5717    0.863     0.727 
5718    0.863     0.727 
5719    0.863     0.727 
5720    0.862     0.726 
5721    0.864     0.727 
5722    0.865     0.728 
5723    0.864     0.728 
5724    0.863     0.727 
5725    0.863     0.727 
5726    0.863     0.727 
5727    0.864     0.728 
5728    0.864     0.728 
5729    0.865     0.729 
5730    0.867     0.730 
5731    0.865     0.729 
5732    0.862     0.727 
5733    0.863     0.727 
5734    0.863     0.728 
5735    0.862     0.727 
5736    0.861     0.726 
5737    0.862     0.726 
5738    0.863     0.727 
5739    0.862     0.727 
5740    0.862     0.727 
5741    0.862     0.727 
5742    0.863     0.727 
5743    0.862     0.727 
5744    0.861     0.726 
5745    0.862     0.727 
5746    0.863     0.728 
5747    0.863     0.728 
5748    0.863     0.728 
5749    0.863     0.728 
5750    0.862     0.727 
5751    0.861     0.727 
5752    0.861     0.726 
5753    0.860     0.726 
5754    0.860     0.725 
5755    0.858     0.724 
5756    0.857     0.723 
5757    0.860     0.725 
5758    0.862     0.728 
5759    0.863     0.728 
5760    0.863     0.729 
5761    0.863     0.728 
5762    0.862     0.728 
5763    0.863     0.728 
5764    0.863     0.729 
5765    0.864     0.729 
5766    0.864     0.730 
5767    0.865     0.731 
5768    0.866     0.732 
5769    0.868     0.733 
5770    0.869     0.734 
5771    0.868     0.734 
5772    0.868     0.733 
5773    0.870     0.735 
5774    0.871     0.736 
5775    0.872     0.737 
5776    0.873     0.738 
5777    0.875     0.739 
5778    0.876     0.741 
5779    0.875     0.740 
5780    0.874     0.739 
5781    0.876     0.740 
5782    0.878     0.742 
5783    0.879     0.743 
5784    0.880     0.744 
5785    0.881     0.745 
5786    0.882     0.746 
5787    0.884     0.747 
5788    0.885     0.748 
5789    0.886     0.749 
5790    0.887     0.750 
5791    0.888     0.751 
5792    0.890     0.752 
5793    0.890     0.753 
5794    0.890     0.753 
5795    0.892     0.754 
5796    0.893     0.755 
5797    0.892     0.755 
5798    0.891     0.754 
5799    0.893     0.755 
5800    0.894     0.756 
5801    0.896     0.758 
5802    0.897     0.760 
5803    0.896     0.759 
5804    0.895     0.758 
5805    0.896     0.759 
5806    0.897     0.759 
5807    0.897     0.760 
5808    0.897     0.760 
5809    0.898     0.761 
5810    0.899     0.762 
5811    0.900     0.762 
5812    0.901     0.763 
5813    0.900     0.762 
5814    0.899     0.762 
5815    0.901     0.763 
5816    0.902     0.764 
5817    0.903     0.765 
5818    0.904     0.766 
5819    0.902     0.764 
5820    0.900     0.762 
5821    0.900     0.763 
5822    0.900     0.763 
5823    0.901     0.764 
5824    0.902     0.764 
5825    0.902     0.765 
5826    0.902     0.765 
5827    0.901     0.764 
5828    0.901     0.764 
5829    0.900     0.763 
5830    0.899     0.762 
5831    0.902     0.765 
5832    0.904     0.767 
5833    0.904     0.766 
5834    0.903     0.766 
5835    0.903     0.766 
5836    0.904     0.767 
5837    0.905     0.767 
5838    0.905     0.768 
5839    0.905     0.768 
5840    0.905     0.768 
5841    0.905     0.768 
5842    0.905     0.768 
5843    0.906     0.769 
5844    0.907     0.770 
5845    0.906     0.769 
5846    0.906     0.769 
5847    0.905     0.768 
5848    0.903     0.767 
5849    0.908     0.771 
5850    0.912     0.774 
5851    0.911     0.773 
5852    0.910     0.773 
5853    0.911     0.774 
5854    0.913     0.776 
5855    0.912     0.774 
5856    0.910     0.773 
5857    0.911     0.774 
5858    0.911     0.774 
5859    0.913     0.775 
5860    0.914     0.777 
5861    0.915     0.778 
5862    0.916     0.779 
5863    0.915     0.778 
5864    0.914     0.777 
5865    0.917     0.779 
5866    0.919     0.781 
5867    0.917     0.779 
5868    0.915     0.778 
5869    0.917     0.780 
5870    0.919     0.782 
5871    0.919     0.782 
5872    0.919     0.782 
5873    0.920     0.782 
5874    0.920     0.783 
5875    0.919     0.782 
5876    0.919     0.782 
5877    0.919     0.782 
5878    0.920     0.782 
5879    0.920     0.783 
5880    0.920     0.783 
5881    0.922     0.785 
5882    0.925     0.787 
5883    0.924     0.787 
5884    0.924     0.787 
5885    0.923     0.786 
5886    0.922     0.785 
5887    0.919     0.783 
5888    0.916     0.780 
5889    0.921     0.785 
5890    0.926     0.789 
5891    0.923     0.786 
5892    0.919     0.783 
5893    0.921     0.784 
5894    0.922     0.786 
5895    0.923     0.786 
5896    0.923     0.787 
5897    0.922     0.786 
5898    0.921     0.785 
5899    0.921     0.785 
5900    0.921     0.785 
5901    0.922     0.786 
5902    0.923     0.787 
5903    0.924     0.788 
5904    0.924     0.788 
5905    0.923     0.787 
5906    0.922     0.786 
5907    0.921     0.785 
5908    0.919     0.784 
5909    0.921     0.786 
5910    0.923     0.788 
5911    0.923     0.788 
5912    0.923     0.788 
5913    0.925     0.790 
5914    0.927     0.791 
5915    0.926     0.791 
5916    0.926     0.791 
5917    0.925     0.790 
5918    0.925     0.790 
5919    0.924     0.790 
5920    0.923     0.789 
5921    0.925     0.791 
5922    0.927     0.792 
5923    0.928     0.793 
5924    0.928     0.794 
5925    0.927     0.792 
5926    0.926     0.791 
5927    0.927     0.793 
5928    0.928     0.794 
5929    0.928     0.794 
5930    0.928     0.794 
5931    0.930     0.795 
5932    0.931     0.796 
5933    0.932     0.797 
5934    0.933     0.798 
5935    0.932     0.798 
5936    0.932     0.797 
5937    0.932     0.798 
5938    0.932     0.798 
5939    0.931     0.797 
5940    0.929     0.796 
5941    0.933     0.799 
5942    0.937     0.802 
5943    0.936     0.802 
5944    0.936     0.802 
5945    0.937     0.803 
5946    0.938     0.804 
5947    0.935     0.802 
5948    0.933     0.800 
5949    0.936     0.803 
5950    0.940     0.806 
5951    0.938     0.804 
5952    0.937     0.803 
5953    0.940     0.806 
5954    0.943     0.809 
5955    0.941     0.807 
5956    0.939     0.806 
5957    0.939     0.806 
5958    0.939     0.806 
5959    0.937     0.804 
5960    0.936     0.803 
5961    0.937     0.805 
5962    0.939     0.806 
5963    0.938     0.805 
5964    0.937     0.805 
5965    0.937     0.805 
5966    0.937     0.805 
5967    0.937     0.805 
5968    0.937     0.805 
5969    0.935     0.803 
5970    0.933     0.801 
5971    0.933     0.802 
5972    0.934     0.803 
5973    0.934     0.803 
5974    0.935     0.804 
5975    0.933     0.802 
5976    0.932     0.801 
5977    0.933     0.803 
5978    0.935     0.804 
5979    0.934     0.804 
5980    0.934     0.804 
5981    0.933     0.803 
5982    0.933     0.803 
5983    0.933     0.803 
5984    0.933     0.803 
5985    0.933     0.803 
5986    0.933     0.804 
5987    0.929     0.800 
5988    0.926     0.797 
5989    0.927     0.799 
5990    0.929     0.800 
5991    0.929     0.801 
5992    0.930     0.802 
5993    0.929     0.801 
5994    0.928     0.800 
5995    0.929     0.801 
5996    0.930     0.802 
5997    0.929     0.801 
5998    0.929     0.801 
5999    0.930     0.802 
6000    0.931     0.803 
6001    0.928     0.801 
6002    0.925     0.798 
6003    0.925     0.799 
6004    0.925     0.799 
6005    0.927     0.800 
6006    0.928     0.801 
6007    0.928     0.802 
6008    0.928     0.802 
6009    0.929     0.802 
6010    0.930     0.803 
6011    0.932     0.805 
6012    0.933     0.806 
6013    0.932     0.805 
6014    0.931     0.805 
6015    0.931     0.805 
6016    0.931     0.805 
6017    0.932     0.806 
6018    0.932     0.806 
6019    0.932     0.806 
6020    0.933     0.807 
6021    0.935     0.809 
6022    0.936     0.810 
6023    0.935     0.809 
6024    0.934     0.808 
6025    0.933     0.808 
6026    0.933     0.808 
6027    0.935     0.809 
6028    0.936     0.811 
6029    0.936     0.810 
6030    0.935     0.810 
6031    0.934     0.809 
6032    0.934     0.809 
6033    0.936     0.811 
6034    0.939     0.814 
6035    0.936     0.811 
6036    0.932     0.808 
6037    0.934     0.810 
6038    0.935     0.811 
6039    0.936     0.812 
6040    0.938     0.813 
6041    0.936     0.812 
6042    0.935     0.811 
6043    0.937     0.813 
6044    0.939     0.815 
6045    0.936     0.813 
6046    0.934     0.811 
6047    0.935     0.812 
6048    0.937     0.813 
6049    0.935     0.812 
6050    0.934     0.811 
6051    0.934     0.812 
6052    0.934     0.812 
6053    0.937     0.814 
6054    0.940     0.817 
6055    0.938     0.816 
6056    0.937     0.815 
6057    0.938     0.815 
6058    0.938     0.816 
6059    0.938     0.816 
6060    0.939     0.817 
6061    0.936     0.815 
6062    0.934     0.812 
6063    0.933     0.812 
6064    0.933     0.812 
6065    0.934     0.813 
6066    0.935     0.814 
6067    0.935     0.814 
6068    0.935     0.815 
6069    0.937     0.816 
6070    0.938     0.817 
6071    0.934     0.814 
6072    0.931     0.811 
6073    0.933     0.813 
6074    0.936     0.816 
6075    0.937     0.817 
6076    0.939     0.819 
6077    0.940     0.819 
6078    0.940     0.820 
6079    0.937     0.817 
6080    0.934     0.815 
6081    0.937     0.817 
6082    0.940     0.820 
6083    0.939     0.819 
6084    0.938     0.819 
6085    0.937     0.818 
6086    0.936     0.818 
6087    0.937     0.818 
6088    0.937     0.818 
6089    0.938     0.819 
6090    0.939     0.820 
6091    0.939     0.820 
6092    0.939     0.820 
6093    0.940     0.821 
6094    0.941     0.822 
6095    0.940     0.822 
6096    0.940     0.822 
6097    0.939     0.821 
6098    0.938     0.821 
6099    0.938     0.820 
6100    0.938     0.820 
6101    0.939     0.822 
6102    0.941     0.823 
6103    0.941     0.824 
6104    0.942     0.824 
6105    0.941     0.823 
6106    0.939     0.822 
6107    0.942     0.824 
6108    0.944     0.826 
6109    0.941     0.824 
6110    0.939     0.822 
6111    0.940     0.823 
6112    0.941     0.824 
6113    0.941     0.824 
6114    0.940     0.824 
6115    0.941     0.825 
6116    0.942     0.826 
6117    0.942     0.826 
6118    0.941     0.825 
6119    0.942     0.826 
6120    0.942     0.827 
6121    0.943     0.827 
6122    0.943     0.827 
6123    0.942     0.826 
6124    0.940     0.825 
6125    0.942     0.826 
6126    0.943     0.828 
6127    0.940     0.826 
6128    0.938     0.824 
6129    0.936     0.822 
6130    0.934     0.821 
6131    0.935     0.821 
6132    0.935     0.822 
6133    0.935     0.822 
6134    0.934     0.821 
6135    0.937     0.824 
6136    0.940     0.826 
6137    0.939     0.826 
6138    0.938     0.825 
6139    0.938     0.825 
6140    0.938     0.825 
6141    0.936     0.824 
6142    0.935     0.823 
6143    0.937     0.824 
6144    0.938     0.826 
6145    0.936     0.824 
6146    0.934     0.822 
6147    0.936     0.824 
