# Filter transmission for J-PLUS filter J0660
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
6584    0.958     0.873 
6585    0.959     0.874 
6586    0.959     0.874 
6587    0.960     0.875 
6588    0.961     0.876 
6589    0.961     0.876 
6590    0.960     0.875 
6591    0.961     0.876 
6592    0.960     0.876 
6593    0.960     0.875 
6594    0.961     0.876 
6595    0.963     0.877 
6596    0.963     0.878 
6597    0.962     0.877 
6598    0.961     0.876 
6599    0.961     0.876 
6600    0.961     0.876 
6601    0.962     0.878 
6602    0.962     0.877 
6603    0.961     0.876 
6604    0.961     0.876 
6605    0.960     0.875 
6606    0.961     0.877 
6607    0.961     0.876 
6608    0.961     0.876 
6609    0.959     0.875 
6610    0.960     0.875 
6611    0.960     0.875 
6612    0.960     0.875 
6613    0.958     0.874 
6614    0.958     0.873 
6615    0.959     0.875 
6616    0.959     0.874 
6617    0.956     0.872 
6618    0.957     0.872 
6619    0.956     0.871 
6620    0.954     0.870 
6621    0.953     0.869 
6622    0.954     0.869 
6623    0.954     0.869 
6624    0.953     0.868 
6625    0.952     0.868 
6626    0.951     0.867 
6627    0.950     0.866 
6628    0.952     0.867 
6629    0.952     0.867 
6630    0.952     0.868 
6631    0.951     0.867 
6632    0.953     0.868 
6633    0.953     0.869 
6634    0.954     0.869 
6635    0.955     0.870 
6636    0.954     0.869 
6637    0.956     0.871 
6638    0.956     0.871 
6639    0.958     0.873 
6640    0.958     0.873 
6641    0.958     0.873 
6642    0.958     0.873 
6643    0.958     0.873 
6644    0.959     0.873 
6645    0.958     0.873 
6646    0.958     0.873 
6647    0.958     0.872 
6648    0.958     0.872 
6649    0.957     0.871 
6650    0.955     0.869 
6651    0.953     0.868 
6652    0.953     0.868 
6653    0.951     0.865 
6654    0.950     0.865 
6655    0.949     0.864 
6656    0.949     0.864 
6657    0.949     0.863 
6658    0.948     0.863 
6659    0.948     0.863 
6660    0.948     0.863 
6661    0.950     0.865 
6662    0.951     0.865 
6663    0.951     0.866 
6664    0.951     0.865 
6665    0.950     0.864 
6666    0.948     0.862 
6667    0.943     0.858 
6668    0.933     0.849 
6669    0.918     0.835 
6670    0.894     0.813 
6671    0.861     0.784 
6672    0.820     0.746 
6673    0.774     0.704 
6674    0.717     0.652 
6675    0.651     0.592 
6676    0.580     0.528 
6677    0.507     0.462 
6678    0.439     0.400 
6679    0.373     0.339 
6680    0.311     0.283 
6681    0.258     0.235 
6682    0.213     0.193 
6683    0.175     0.159 
6684    0.142     0.129 
6685    0.114     0.104 
6686    0.093     0.085 
6687    0.077     0.070 
6688    0.063     0.057 
6689    0.052     0.047 
6690    0.043     0.039 
6691    0.036     0.033 
6692    0.030     0.027 
6693    0.025     0.023 
6694    0.021     0.019 
6695    0.018     0.016 
6696    0.015     0.014 
6697    0.013     0.012 
6698    0.011     0.010 
6699    0.010     0.009 
6700    0.009     0.008 
6701    0.007     0.007 
6702    0.006     0.006 
6703    0.006     0.005 
6704    0.005     0.005 
6705    0.005     0.004 
6706    0.004     0.004 
6707    0.004     0.003 
6708    0.003     0.003 
6709    0.003     0.003 
6710    0.003     0.002 
6711    0.002     0.002 
6712    0.002     0.002 
6713    0.002     0.002 
6714    0.002     0.002 
6715    0.002     0.002 
6716    0.002     0.002 
6717    0.002     0.001 
6718    0.001     0.001 
6719    0.001     0.001 
6720    0.001     0.001 
6721    0.001     0.001 
6722    0.001     0.001 
6723    0.001     0.001 
6724    0.001     0.001 
6725    0.001     0.001 
6726    0.001     0.001 
6727    0.001     0.001 
6728    0.001     0.001 
6729    0.001     0.001 
6730    0.001     0.001 
6731    0.001     0.001 
6732    0.001     0.001 
6733    0.001     0.001 
6734    0.001     0.001 
6735    0.001     0.001 
6736    0.001     0.001 
6737    0.001     0.000 
6738    0.001     0.000 
6739    0.001     0.000 
6740    0.000     0.000 
6741    0.000     0.000 
6742    0.000     0.000 
6743    0.000     0.000 
6744    0.000     0.000 
6745    0.000     0.000 
6746    0.000     0.000 
6747    0.000     0.000 
6748    0.000     0.000 
6749    0.000     0.000 
6750    0.000     0.000 
6751    0.000     0.000 
6752    0.000     0.000 
6753    0.000     0.000 
6754    0.000     0.000 
6755    0.000     0.000 
6756    0.000     0.000 
6757    0.000     0.000 
6758    0.000     0.000 
6759    0.000     0.000 
6760    0.000     0.000 
6761    0.000     0.000 
6762    0.000     0.000 
6763    0.000     0.000 
6764    0.000     0.000 
6765    0.000     0.000 
6766    0.000     0.000 
6767    0.000     0.000 
6768    0.000     0.000 
6769    0.000     0.000 
6770    0.000     0.000 
6771    0.000     0.000 
6772    0.000     0.000 
6773    0.000     0.000 
6774    0.000     0.000 
6775    0.000     0.000 
6776    0.000     0.000 
6777    0.000     0.000 
6778    0.000     0.000 
6779    0.000     0.000 
6780    0.000     0.000 
6781    0.000     0.000 
6782    0.000     0.000 
6783    0.000     0.000 
6784    0.000     0.000 
6785    0.000     0.000 
6786    0.000     0.000 
6787    0.000     0.000 
6788    0.000     0.000 
6789    0.000     0.000 
6790    0.000     0.000 
6791    0.000     0.000 
6792    0.000     0.000 
6793    0.000     0.000 
6794    0.000     0.000 
6795    0.000     0.000 
6796    0.000     0.000 
6797    0.000     0.000 
6798    0.000     0.000 
6799    0.000     0.000 
6800    0.000     0.000 
