# Filter transmission for J-PLUS filter J0515
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
5145    0.905     0.746 
5146    0.905     0.746 
5147    0.903     0.745 
5148    0.903     0.745 
5149    0.902     0.744 
5150    0.901     0.743 
5151    0.902     0.743 
5152    0.903     0.744 
5153    0.902     0.744 
5154    0.901     0.743 
5155    0.900     0.742 
5156    0.901     0.743 
5157    0.901     0.743 
5158    0.901     0.743 
5159    0.901     0.743 
5160    0.900     0.743 
5161    0.898     0.741 
5162    0.899     0.741 
5163    0.899     0.741 
5164    0.899     0.741 
5165    0.899     0.741 
5166    0.899     0.741 
5167    0.899     0.741 
5168    0.901     0.743 
5169    0.901     0.743 
5170    0.900     0.742 
5171    0.899     0.741 
5172    0.899     0.742 
5173    0.900     0.742 
5174    0.899     0.742 
5175    0.899     0.741 
5176    0.899     0.741 
5177    0.898     0.741 
5178    0.897     0.740 
5179    0.898     0.741 
5180    0.897     0.740 
5181    0.900     0.742 
5182    0.900     0.742 
5183    0.898     0.741 
5184    0.898     0.741 
5185    0.899     0.741 
5186    0.899     0.742 
5187    0.901     0.743 
5188    0.901     0.743 
5189    0.900     0.742 
5190    0.898     0.741 
5191    0.898     0.741 
5192    0.899     0.741 
5193    0.900     0.743 
5194    0.900     0.742 
5195    0.899     0.742 
5196    0.900     0.742 
5197    0.901     0.743 
5198    0.902     0.744 
5199    0.903     0.745 
5200    0.904     0.745 
5201    0.903     0.745 
5202    0.905     0.746 
5203    0.906     0.747 
5204    0.905     0.747 
5205    0.905     0.746 
5206    0.904     0.746 
5207    0.905     0.747 
5208    0.906     0.747 
5209    0.907     0.748 
5210    0.906     0.748 
5211    0.905     0.747 
5212    0.904     0.746 
5213    0.902     0.745 
5214    0.903     0.745 
5215    0.902     0.744 
5216    0.899     0.742 
5217    0.899     0.742 
5218    0.897     0.741 
5219    0.894     0.738 
5220    0.894     0.738 
5221    0.893     0.737 
5222    0.892     0.737 
5223    0.890     0.735 
5224    0.889     0.734 
5225    0.890     0.734 
5226    0.888     0.733 
5227    0.887     0.732 
5228    0.887     0.732 
5229    0.886     0.732 
5230    0.884     0.730 
5231    0.880     0.727 
5232    0.875     0.723 
5233    0.867     0.716 
5234    0.856     0.707 
5235    0.840     0.694 
5236    0.819     0.676 
5237    0.792     0.654 
5238    0.759     0.627 
5239    0.721     0.596 
5240    0.676     0.559 
5241    0.628     0.518 
5242    0.575     0.475 
5243    0.520     0.430 
5244    0.465     0.385 
5245    0.409     0.338 
5246    0.357     0.295 
5247    0.308     0.254 
5248    0.264     0.218 
5249    0.224     0.185 
5250    0.186     0.154 
5251    0.156     0.129 
5252    0.132     0.109 
5253    0.111     0.092 
5254    0.093     0.077 
5255    0.078     0.064 
5256    0.066     0.054 
5257    0.056     0.046 
5258    0.047     0.039 
5259    0.040     0.033 
5260    0.033     0.028 
5261    0.028     0.023 
5262    0.024     0.020 
5263    0.021     0.017 
5264    0.018     0.015 
5265    0.015     0.013 
5266    0.013     0.011 
5267    0.011     0.009 
5268    0.010     0.008 
5269    0.009     0.007 
5270    0.008     0.006 
5271    0.007     0.006 
5272    0.006     0.005 
5273    0.005     0.004 
5274    0.005     0.004 
5275    0.004     0.003 
5276    0.004     0.003 
5277    0.003     0.003 
5278    0.003     0.002 
5279    0.003     0.002 
5280    0.002     0.002 
5281    0.002     0.002 
5282    0.002     0.002 
5283    0.002     0.001 
5284    0.002     0.001 
5285    0.001     0.001 
5286    0.001     0.001 
5287    0.001     0.001 
5288    0.001     0.001 
5289    0.001     0.001 
5290    0.001     0.001 
5291    0.001     0.001 
5292    0.001     0.001 
5293    0.001     0.001 
5294    0.001     0.001 
5295    0.001     0.000 
5296    0.001     0.000 
5297    0.001     0.000 
5298    0.001     0.000 
5299    0.000     0.000 
5300    0.000     0.000 
5301    0.000     0.000 
5302    0.000     0.000 
5303    0.000     0.000 
5304    0.000     0.000 
5305    0.000     0.000 
5306    0.000     0.000 
5307    0.000     0.000 
5308    0.000     0.000 
5309    0.000     0.000 
5310    0.000     0.000 
5311    0.000     0.000 
5312    0.000     0.000 
5313    0.000     0.000 
5314    0.000     0.000 
5315    0.000     0.000 
5316    0.000     0.000 
5317    0.000     0.000 
5318    0.000     0.000 
5319    0.000     0.000 
5320    0.000     0.000 
5321    0.000     0.000 
5322    0.000     0.000 
5323    0.000     0.000 
5324    0.000     0.000 
5325    0.000     0.000 
5326    0.000     0.000 
5327    0.000     0.000 
5328    0.000     0.000 
5329    0.000     0.000 
5330    0.000     0.000 
5331    0.000     0.000 
5332    0.000     0.000 
5333    0.000     0.000 
5334    0.000     0.000 
5335    0.000     0.000 
5336    0.000     0.000 
5337    0.000     0.000 
5338    0.000     0.000 
5339    0.000     0.000 
5340    0.000     0.000 
5341    0.000     0.000 
5342    0.000     0.000 
5343    0.000     0.000 
5344    0.000     0.000 
5345    0.000     0.000 
5346    0.000     0.000 
5347    0.000     0.000 
5348    0.000     0.000 
5349    0.000     0.000 
5350    0.000     0.000 
