# Filter transmission for J-PLUS filter J0410
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
3976    0.012     0.008 
3977    0.013     0.009 
3978    0.015     0.010 
3979    0.017     0.011 
3980    0.019     0.013 
3981    0.021     0.014 
3982    0.024     0.016 
3983    0.027     0.018 
3984    0.031     0.021 
3985    0.035     0.024 
3986    0.040     0.027 
3987    0.045     0.031 
3988    0.052     0.035 
3989    0.059     0.040 
3990    0.068     0.046 
3991    0.078     0.053 
3992    0.091     0.062 
3993    0.105     0.072 
3994    0.122     0.083 
3995    0.140     0.096 
3996    0.161     0.110 
3997    0.186     0.127 
3998    0.215     0.148 
3999    0.247     0.169 
4000    0.281     0.193 
4001    0.318     0.218 
4002    0.358     0.246 
4003    0.404     0.277 
4004    0.450     0.310 
4005    0.500     0.344 
4006    0.547     0.377 
4007    0.596     0.410 
4008    0.644     0.444 
4009    0.687     0.474 
4010    0.725     0.501 
4011    0.760     0.525 
4012    0.792     0.547 
4013    0.821     0.567 
4014    0.840     0.581 
4015    0.855     0.592 
4016    0.867     0.601 
4017    0.877     0.608 
4018    0.884     0.613 
4019    0.889     0.617 
4020    0.894     0.621 
4021    0.896     0.623 
4022    0.899     0.625 
4023    0.896     0.624 
4024    0.895     0.623 
4025    0.894     0.623 
4026    0.893     0.622 
4027    0.892     0.622 
4028    0.893     0.623 
4029    0.890     0.622 
4030    0.890     0.622 
4031    0.890     0.622 
4032    0.891     0.623 
4033    0.893     0.625 
4034    0.894     0.626 
4035    0.894     0.627 
4036    0.895     0.627 
4037    0.896     0.629 
4038    0.897     0.630 
4039    0.899     0.631 
4040    0.900     0.633 
4041    0.901     0.634 
4042    0.900     0.633 
4043    0.901     0.634 
4044    0.903     0.635 
4045    0.904     0.637 
4046    0.906     0.638 
4047    0.905     0.638 
4048    0.905     0.638 
4049    0.905     0.639 
4050    0.907     0.641 
4051    0.908     0.642 
4052    0.908     0.642 
4053    0.907     0.642 
4054    0.907     0.642 
4055    0.906     0.642 
4056    0.908     0.643 
4057    0.908     0.644 
4058    0.909     0.645 
4059    0.908     0.645 
4060    0.909     0.645 
4061    0.910     0.647 
4062    0.910     0.647 
4063    0.908     0.646 
4064    0.908     0.647 
4065    0.908     0.647 
4066    0.908     0.647 
4067    0.909     0.648 
4068    0.907     0.647 
4069    0.906     0.647 
4070    0.906     0.647 
4071    0.908     0.648 
4072    0.908     0.649 
4073    0.906     0.648 
4074    0.906     0.648 
4075    0.908     0.650 
4076    0.908     0.650 
4077    0.908     0.651 
4078    0.907     0.650 
4079    0.907     0.651 
4080    0.907     0.651 
4081    0.907     0.651 
4082    0.908     0.652 
4083    0.910     0.654 
4084    0.910     0.654 
4085    0.909     0.654 
4086    0.908     0.654 
4087    0.909     0.655 
4088    0.908     0.655 
4089    0.909     0.655 
4090    0.908     0.655 
4091    0.908     0.656 
4092    0.910     0.657 
4093    0.910     0.658 
4094    0.910     0.658 
4095    0.911     0.659 
4096    0.913     0.661 
4097    0.912     0.661 
4098    0.914     0.662 
4099    0.915     0.663 
4100    0.914     0.663 
4101    0.914     0.663 
4102    0.915     0.664 
4103    0.917     0.666 
4104    0.916     0.665 
4105    0.917     0.666 
4106    0.918     0.667 
4107    0.918     0.668 
4108    0.918     0.668 
4109    0.918     0.668 
4110    0.917     0.667 
4111    0.917     0.667 
4112    0.916     0.667 
4113    0.915     0.667 
4114    0.917     0.668 
4115    0.920     0.670 
4116    0.920     0.671 
4117    0.921     0.672 
4118    0.919     0.671 
4119    0.919     0.671 
4120    0.918     0.671 
4121    0.918     0.670 
4122    0.916     0.670 
4123    0.916     0.670 
4124    0.916     0.670 
4125    0.916     0.670 
4126    0.915     0.669 
4127    0.915     0.670 
4128    0.916     0.671 
4129    0.915     0.671 
4130    0.917     0.672 
4131    0.917     0.672 
4132    0.916     0.671 
4133    0.915     0.671 
4134    0.916     0.672 
4135    0.915     0.672 
4136    0.914     0.671 
4137    0.914     0.671 
4138    0.915     0.672 
4139    0.917     0.674 
4140    0.915     0.673 
4141    0.914     0.673 
4142    0.913     0.672 
4143    0.914     0.673 
4144    0.917     0.675 
4145    0.918     0.676 
4146    0.917     0.676 
4147    0.916     0.675 
4148    0.915     0.675 
4149    0.916     0.676 
4150    0.918     0.677 
4151    0.918     0.678 
4152    0.918     0.678 
4153    0.918     0.678 
4154    0.917     0.678 
4155    0.917     0.678 
4156    0.917     0.678 
4157    0.918     0.679 
4158    0.919     0.680 
4159    0.920     0.681 
4160    0.919     0.681 
4161    0.919     0.681 
4162    0.920     0.682 
4163    0.918     0.680 
4164    0.915     0.678 
4165    0.915     0.678 
4166    0.916     0.679 
4167    0.916     0.679 
4168    0.915     0.679 
4169    0.915     0.679 
4170    0.916     0.680 
4171    0.916     0.680 
4172    0.916     0.680 
4173    0.916     0.681 
4174    0.916     0.681 
4175    0.917     0.682 
4176    0.916     0.682 
4177    0.915     0.681 
4178    0.916     0.682 
4179    0.917     0.683 
4180    0.918     0.684 
4181    0.918     0.684 
4182    0.917     0.684 
4183    0.919     0.685 
4184    0.919     0.686 
4185    0.918     0.685 
4186    0.918     0.686 
4187    0.918     0.685 
4188    0.915     0.683 
4189    0.909     0.680 
4190    0.904     0.676 
4191    0.898     0.672 
4192    0.890     0.665 
4193    0.879     0.658 
4194    0.865     0.648 
4195    0.849     0.636 
4196    0.831     0.622 
4197    0.808     0.605 
4198    0.781     0.585 
4199    0.752     0.564 
4200    0.722     0.541 
4201    0.688     0.516 
4202    0.652     0.489 
4203    0.615     0.462 
4204    0.577     0.433 
4205    0.538     0.404 
4206    0.497     0.373 
4207    0.457     0.344 
4208    0.419     0.314 
4209    0.382     0.287 
4210    0.348     0.262 
4211    0.316     0.237 
4212    0.285     0.214 
4213    0.257     0.194 
4214    0.232     0.174 
4215    0.209     0.157 
4216    0.187     0.141 
4217    0.167     0.126 
4218    0.150     0.113 
4219    0.134     0.101 
4220    0.121     0.091 
4221    0.108     0.082 
4222    0.097     0.073 
4223    0.087     0.066 
4224    0.078     0.059 
4225    0.070     0.053 
4226    0.063     0.047 
4227    0.056     0.042 
4228    0.051     0.038 
4229    0.046     0.034 
4230    0.041     0.031 
4231    0.037     0.028 
4232    0.034     0.025 
4233    0.031     0.023 
4234    0.028     0.021 
4235    0.025     0.019 
4236    0.023     0.017 
4237    0.021     0.016 
4238    0.019     0.014 
4239    0.017     0.013 
4240    0.016     0.012 
4241    0.014     0.011 
4242    0.013     0.010 
4243    0.012     0.009 
4244    0.011     0.008 
4245    0.010     0.008 
4246    0.009     0.007 
4247    0.008     0.006 
4248    0.008     0.006 
4249    0.007     0.005 
4250    0.007     0.005 
4251    0.006     0.005 
4252    0.006     0.004 
4253    0.005     0.004 
4254    0.005     0.004 
4255    0.004     0.003 
4256    0.004     0.003 
4257    0.004     0.003 
4258    0.004     0.003 
4259    0.003     0.002 
4260    0.003     0.002 
4261    0.003     0.002 
4262    0.003     0.002 
4263    0.002     0.002 
4264    0.002     0.002 
4265    0.002     0.002 
4266    0.002     0.001 
4267    0.002     0.001 
4268    0.002     0.001 
4269    0.002     0.001 
4270    0.002     0.001 
4271    0.001     0.001 
4272    0.001     0.001 
4273    0.001     0.001 
4274    0.001     0.001 
4275    0.001     0.001 
4276    0.001     0.001 
4277    0.001     0.001 
4278    0.001     0.001 
4279    0.001     0.001 
4280    0.001     0.001 
4281    0.001     0.001 
4282    0.001     0.001 
4283    0.001     0.001 
4284    0.001     0.000 
4285    0.001     0.000 
4286    0.001     0.000 
4287    0.001     0.000 
4288    0.001     0.000 
4289    0.000     0.000 
4290    0.000     0.000 
4291    0.000     0.000 
4292    0.000     0.000 
4293    0.000     0.000 
4294    0.000     0.000 
4295    0.000     0.000 
4296    0.000     0.000 
4297    0.000     0.000 
4298    0.000     0.000 
4299    0.000     0.000 
4300    0.000     0.000 
