# Filter transmission for J-PLUS filter J0861
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
8312    0.002     0.001 
8313    0.002     0.001 
8314    0.002     0.001 
8315    0.002     0.001 
8316    0.002     0.002 
8317    0.002     0.002 
8318    0.002     0.002 
8319    0.002     0.002 
8320    0.002     0.002 
8321    0.003     0.002 
8322    0.003     0.002 
8323    0.003     0.002 
8324    0.003     0.002 
8325    0.003     0.003 
8326    0.003     0.003 
8327    0.004     0.003 
8328    0.004     0.003 
8329    0.004     0.003 
8330    0.004     0.004 
8331    0.005     0.004 
8332    0.005     0.004 
8333    0.005     0.004 
8334    0.005     0.005 
8335    0.006     0.005 
8336    0.006     0.005 
8337    0.007     0.006 
8338    0.007     0.006 
8339    0.008     0.006 
8340    0.008     0.007 
8341    0.009     0.007 
8342    0.009     0.008 
8343    0.010     0.008 
8344    0.011     0.009 
8345    0.011     0.010 
8346    0.012     0.010 
8347    0.013     0.011 
8348    0.014     0.012 
8349    0.015     0.013 
8350    0.016     0.013 
8351    0.017     0.014 
8352    0.018     0.016 
8353    0.020     0.017 
8354    0.021     0.018 
8355    0.023     0.019 
8356    0.025     0.021 
8357    0.026     0.022 
8358    0.028     0.024 
8359    0.031     0.026 
8360    0.033     0.028 
8361    0.035     0.030 
8362    0.038     0.032 
8363    0.041     0.034 
8364    0.044     0.037 
8365    0.047     0.039 
8366    0.050     0.042 
8367    0.054     0.045 
8368    0.058     0.048 
8369    0.062     0.052 
8370    0.066     0.055 
8371    0.071     0.059 
8372    0.076     0.063 
8373    0.081     0.068 
8374    0.087     0.072 
8375    0.093     0.077 
8376    0.099     0.082 
8377    0.105     0.088 
8378    0.112     0.094 
8379    0.120     0.100 
8380    0.127     0.106 
8381    0.135     0.113 
8382    0.144     0.120 
8383    0.152     0.127 
8384    0.161     0.134 
8385    0.171     0.142 
8386    0.181     0.150 
8387    0.191     0.159 
8388    0.201     0.167 
8389    0.212     0.176 
8390    0.224     0.186 
8391    0.235     0.195 
8392    0.247     0.205 
8393    0.259     0.215 
8394    0.272     0.225 
8395    0.285     0.236 
8396    0.298     0.247 
8397    0.311     0.258 
8398    0.325     0.269 
8399    0.339     0.281 
8400    0.353     0.292 
8401    0.367     0.304 
8402    0.382     0.316 
8403    0.396     0.328 
8404    0.411     0.340 
8405    0.426     0.352 
8406    0.442     0.365 
8407    0.457     0.377 
8408    0.472     0.390 
8409    0.487     0.402 
8410    0.503     0.415 
8411    0.518     0.427 
8412    0.534     0.440 
8413    0.549     0.452 
8414    0.564     0.465 
8415    0.580     0.477 
8416    0.595     0.490 
8417    0.610     0.502 
8418    0.625     0.514 
8419    0.640     0.526 
8420    0.654     0.538 
8421    0.669     0.549 
8422    0.683     0.561 
8423    0.696     0.572 
8424    0.710     0.583 
8425    0.723     0.594 
8426    0.736     0.604 
8427    0.749     0.614 
8428    0.761     0.624 
8429    0.773     0.633 
8430    0.784     0.643 
8431    0.796     0.652 
8432    0.806     0.660 
8433    0.817     0.668 
8434    0.827     0.676 
8435    0.836     0.684 
8436    0.845     0.691 
8437    0.854     0.698 
8438    0.862     0.704 
8439    0.870     0.711 
8440    0.877     0.716 
8441    0.884     0.722 
8442    0.891     0.727 
8443    0.897     0.732 
8444    0.903     0.737 
8445    0.909     0.741 
8446    0.914     0.745 
8447    0.919     0.748 
8448    0.923     0.752 
8449    0.927     0.755 
8450    0.931     0.758 
8451    0.935     0.760 
8452    0.938     0.763 
8453    0.941     0.765 
8454    0.943     0.766 
8455    0.945     0.768 
8456    0.948     0.770 
8457    0.950     0.771 
8458    0.951     0.772 
8459    0.953     0.773 
8460    0.954     0.774 
8461    0.955     0.775 
8462    0.956     0.775 
8463    0.957     0.776 
8464    0.958     0.776 
8465    0.959     0.777 
8466    0.959     0.777 
8467    0.960     0.777 
8468    0.960     0.777 
8469    0.960     0.777 
8470    0.961     0.777 
8471    0.961     0.777 
8472    0.961     0.777 
8473    0.962     0.777 
8474    0.962     0.777 
8475    0.962     0.776 
8476    0.962     0.776 
8477    0.962     0.776 
8478    0.962     0.776 
8479    0.962     0.776 
8480    0.962     0.776 
8481    0.962     0.775 
8482    0.962     0.775 
8483    0.962     0.775 
8484    0.962     0.775 
8485    0.962     0.774 
8486    0.962     0.774 
8487    0.962     0.774 
8488    0.962     0.774 
8489    0.962     0.773 
8490    0.962     0.773 
8491    0.962     0.773 
8492    0.962     0.772 
8493    0.962     0.772 
8494    0.962     0.772 
8495    0.962     0.771 
8496    0.962     0.771 
8497    0.961     0.771 
8498    0.961     0.770 
8499    0.961     0.770 
8500    0.961     0.769 
8501    0.960     0.769 
8502    0.960     0.768 
8503    0.960     0.768 
8504    0.960     0.767 
8505    0.959     0.767 
8506    0.959     0.766 
8507    0.959     0.766 
8508    0.959     0.765 
8509    0.958     0.765 
8510    0.958     0.764 
8511    0.957     0.764 
8512    0.957     0.763 
8513    0.957     0.763 
8514    0.957     0.762 
8515    0.957     0.762 
8516    0.956     0.761 
8517    0.956     0.761 
8518    0.956     0.760 
8519    0.956     0.760 
8520    0.955     0.760 
8521    0.955     0.759 
8522    0.955     0.759 
8523    0.955     0.758 
8524    0.955     0.758 
8525    0.955     0.758 
8526    0.954     0.757 
8527    0.954     0.757 
8528    0.954     0.756 
8529    0.954     0.756 
8530    0.954     0.756 
8531    0.954     0.756 
8532    0.954     0.755 
8533    0.954     0.755 
8534    0.954     0.754 
8535    0.954     0.754 
8536    0.954     0.754 
8537    0.954     0.754 
8538    0.954     0.754 
8539    0.954     0.753 
8540    0.954     0.753 
8541    0.954     0.753 
8542    0.955     0.753 
8543    0.955     0.753 
8544    0.955     0.753 
8545    0.955     0.753 
8546    0.955     0.752 
8547    0.956     0.752 
8548    0.956     0.752 
8549    0.956     0.752 
8550    0.957     0.752 
8551    0.957     0.752 
8552    0.957     0.752 
8553    0.957     0.752 
8554    0.958     0.752 
8555    0.958     0.752 
8556    0.959     0.752 
8557    0.959     0.752 
8558    0.959     0.752 
8559    0.960     0.752 
8560    0.960     0.752 
8561    0.960     0.752 
8562    0.961     0.752 
8563    0.961     0.752 
8564    0.961     0.752 
8565    0.962     0.752 
8566    0.962     0.752 
8567    0.962     0.752 
8568    0.963     0.752 
8569    0.963     0.752 
8570    0.964     0.752 
8571    0.964     0.752 
8572    0.964     0.752 
8573    0.965     0.752 
8574    0.965     0.752 
8575    0.965     0.752 
8576    0.966     0.752 
8577    0.966     0.752 
8578    0.967     0.752 
8579    0.967     0.752 
8580    0.967     0.752 
8581    0.967     0.752 
8582    0.968     0.752 
8583    0.968     0.752 
8584    0.968     0.752 
8585    0.969     0.752 
8586    0.969     0.752 
8587    0.969     0.752 
8588    0.969     0.751 
8589    0.969     0.751 
8590    0.970     0.751 
8591    0.970     0.751 
8592    0.970     0.751 
8593    0.970     0.750 
8594    0.970     0.750 
8595    0.970     0.750 
8596    0.971     0.750 
8597    0.971     0.750 
8598    0.971     0.750 
8599    0.971     0.750 
8600    0.971     0.749 
8601    0.971     0.749 
8602    0.971     0.749 
8603    0.971     0.748 
8604    0.971     0.748 
8605    0.971     0.748 
8606    0.971     0.747 
8607    0.971     0.747 
8608    0.971     0.747 
8609    0.971     0.746 
8610    0.971     0.746 
8611    0.971     0.745 
8612    0.971     0.745 
8613    0.971     0.745 
8614    0.971     0.745 
8615    0.971     0.744 
8616    0.971     0.744 
8617    0.971     0.744 
8618    0.971     0.743 
8619    0.971     0.743 
8620    0.971     0.742 
8621    0.971     0.742 
8622    0.970     0.742 
8623    0.970     0.741 
8624    0.970     0.741 
8625    0.970     0.740 
8626    0.970     0.740 
8627    0.970     0.740 
8628    0.970     0.739 
8629    0.970     0.739 
8630    0.970     0.739 
8631    0.970     0.738 
8632    0.970     0.738 
8633    0.970     0.738 
8634    0.970     0.737 
8635    0.970     0.737 
8636    0.969     0.736 
8637    0.969     0.736 
8638    0.969     0.735 
8639    0.969     0.735 
8640    0.969     0.734 
8641    0.968     0.734 
8642    0.968     0.733 
8643    0.968     0.733 
8644    0.968     0.732 
8645    0.968     0.732 
8646    0.968     0.731 
8647    0.967     0.731 
8648    0.967     0.730 
8649    0.967     0.730 
8650    0.967     0.729 
8651    0.966     0.729 
8652    0.966     0.728 
8653    0.966     0.728 
8654    0.966     0.728 
8655    0.966     0.727 
8656    0.966     0.727 
8657    0.966     0.726 
8658    0.965     0.726 
8659    0.965     0.725 
8660    0.965     0.724 
8661    0.964     0.724 
8662    0.964     0.724 
8663    0.964     0.723 
8664    0.964     0.723 
8665    0.964     0.722 
8666    0.963     0.721 
8667    0.963     0.721 
8668    0.963     0.720 
8669    0.962     0.720 
8670    0.962     0.719 
8671    0.962     0.719 
8672    0.962     0.718 
8673    0.962     0.718 
8674    0.962     0.718 
8675    0.962     0.717 
8676    0.961     0.717 
8677    0.961     0.716 
8678    0.961     0.715 
8679    0.960     0.715 
8680    0.960     0.714 
8681    0.960     0.714 
8682    0.960     0.713 
8683    0.959     0.713 
8684    0.959     0.712 
8685    0.959     0.712 
8686    0.959     0.712 
8687    0.959     0.711 
8688    0.959     0.711 
8689    0.959     0.710 
8690    0.959     0.710 
8691    0.959     0.709 
8692    0.959     0.709 
8693    0.959     0.709 
8694    0.959     0.709 
8695    0.959     0.708 
8696    0.959     0.708 
8697    0.959     0.708 
8698    0.959     0.708 
8699    0.959     0.707 
8700    0.959     0.707 
8701    0.959     0.706 
8702    0.960     0.706 
8703    0.960     0.706 
8704    0.960     0.706 
8705    0.960     0.706 
8706    0.961     0.706 
8707    0.961     0.706 
8708    0.961     0.705 
8709    0.961     0.705 
8710    0.961     0.705 
8711    0.961     0.704 
8712    0.962     0.704 
8713    0.962     0.704 
8714    0.962     0.704 
8715    0.963     0.703 
8716    0.963     0.703 
8717    0.963     0.703 
8718    0.963     0.703 
8719    0.964     0.703 
8720    0.964     0.703 
8721    0.964     0.702 
8722    0.964     0.702 
8723    0.964     0.702 
8724    0.965     0.702 
8725    0.965     0.701 
8726    0.965     0.701 
8727    0.965     0.701 
8728    0.966     0.701 
8729    0.966     0.700 
8730    0.966     0.700 
8731    0.966     0.700 
8732    0.966     0.700 
8733    0.966     0.699 
8734    0.967     0.699 
8735    0.967     0.699 
8736    0.967     0.699 
8737    0.968     0.699 
8738    0.968     0.698 
8739    0.968     0.698 
8740    0.967     0.697 
8741    0.967     0.697 
8742    0.967     0.696 
8743    0.967     0.696 
8744    0.967     0.696 
8745    0.967     0.695 
8746    0.967     0.695 
8747    0.967     0.695 
8748    0.967     0.694 
8749    0.967     0.694 
8750    0.967     0.693 
8751    0.967     0.693 
8752    0.967     0.693 
8753    0.967     0.692 
8754    0.966     0.691 
8755    0.966     0.691 
8756    0.966     0.690 
8757    0.966     0.690 
8758    0.965     0.689 
8759    0.965     0.689 
8760    0.965     0.688 
8761    0.964     0.687 
8762    0.963     0.686 
8763    0.962     0.685 
8764    0.962     0.684 
8765    0.961     0.683 
8766    0.960     0.682 
8767    0.959     0.681 
8768    0.958     0.680 
8769    0.957     0.679 
8770    0.955     0.677 
8771    0.953     0.676 
8772    0.951     0.674 
8773    0.949     0.672 
8774    0.946     0.670 
8775    0.944     0.667 
8776    0.941     0.665 
8777    0.938     0.663 
8778    0.935     0.660 
8779    0.932     0.657 
8780    0.927     0.654 
8781    0.923     0.651 
8782    0.918     0.647 
8783    0.914     0.643 
8784    0.909     0.640 
8785    0.903     0.636 
8786    0.898     0.631 
8787    0.892     0.627 
8788    0.886     0.622 
8789    0.879     0.617 
8790    0.872     0.612 
8791    0.865     0.607 
8792    0.857     0.601 
8793    0.849     0.595 
8794    0.841     0.588 
8795    0.832     0.582 
8796    0.823     0.576 
8797    0.814     0.569 
8798    0.804     0.562 
8799    0.794     0.554 
8800    0.783     0.547 
8801    0.772     0.539 
8802    0.761     0.530 
8803    0.749     0.522 
8804    0.737     0.513 
8805    0.725     0.505 
8806    0.713     0.496 
8807    0.700     0.487 
8808    0.687     0.477 
8809    0.673     0.468 
8810    0.659     0.458 
8811    0.645     0.447 
8812    0.631     0.437 
8813    0.616     0.427 
8814    0.602     0.417 
8815    0.587     0.406 
8816    0.572     0.395 
8817    0.557     0.385 
8818    0.541     0.374 
8819    0.526     0.363 
8820    0.511     0.352 
8821    0.495     0.341 
8822    0.480     0.331 
8823    0.464     0.320 
8824    0.449     0.309 
8825    0.433     0.298 
8826    0.419     0.288 
8827    0.404     0.278 
8828    0.389     0.267 
8829    0.374     0.257 
8830    0.360     0.247 
8831    0.345     0.237 
8832    0.332     0.227 
8833    0.318     0.218 
8834    0.304     0.208 
8835    0.291     0.199 
8836    0.278     0.190 
8837    0.266     0.182 
8838    0.253     0.173 
8839    0.242     0.165 
8840    0.230     0.157 
8841    0.219     0.149 
8842    0.208     0.142 
8843    0.198     0.135 
8844    0.188     0.128 
8845    0.178     0.121 
8846    0.168     0.115 
8847    0.159     0.108 
8848    0.151     0.103 
8849    0.143     0.097 
8850    0.135     0.091 
8851    0.127     0.086 
8852    0.120     0.081 
8853    0.113     0.077 
8854    0.106     0.072 
8855    0.100     0.068 
8856    0.094     0.064 
8857    0.089     0.060 
8858    0.083     0.056 
8859    0.078     0.053 
8860    0.074     0.050 
8861    0.069     0.047 
8862    0.065     0.044 
8863    0.061     0.041 
8864    0.057     0.039 
8865    0.054     0.036 
8866    0.051     0.034 
8867    0.048     0.032 
8868    0.045     0.030 
8869    0.042     0.028 
8870    0.039     0.026 
8871    0.037     0.025 
8872    0.035     0.023 
8873    0.033     0.022 
8874    0.031     0.021 
8875    0.029     0.019 
8876    0.027     0.018 
8877    0.025     0.017 
8878    0.024     0.016 
8879    0.023     0.015 
8880    0.021     0.014 
8881    0.020     0.013 
8882    0.019     0.013 
8883    0.018     0.012 
8884    0.017     0.011 
8885    0.016     0.011 
8886    0.015     0.010 
8887    0.014     0.009 
8888    0.013     0.009 
8889    0.013     0.008 
8890    0.012     0.008 
8891    0.011     0.008 
8892    0.011     0.007 
8893    0.010     0.007 
8894    0.010     0.006 
8895    0.009     0.006 
8896    0.009     0.006 
8897    0.008     0.005 
8898    0.008     0.005 
8899    0.007     0.005 
8900    0.007     0.005 
8901    0.007     0.004 
8902    0.006     0.004 
8903    0.006     0.004 
8904    0.006     0.004 
8905    0.005     0.004 
8906    0.005     0.003 
8907    0.005     0.003 
8908    0.005     0.003 
8909    0.004     0.003 
8910    0.004     0.003 
8911    0.004     0.003 
8912    0.004     0.002 
8913    0.004     0.002 
8914    0.003     0.002 
8915    0.003     0.002 
8916    0.003     0.002 
8917    0.003     0.002 
8918    0.003     0.002 
8919    0.003     0.002 
8920    0.002     0.002 
8921    0.002     0.002 
8922    0.002     0.001 
8923    0.002     0.001 
8924    0.002     0.001 
8925    0.002     0.001 
8926    0.002     0.001 
8927    0.002     0.001 
8928    0.002     0.001 
8929    0.002     0.001 
8930    0.002     0.001 
8931    0.002     0.001 
8932    0.002     0.001 
8933    0.001     0.001 
8934    0.001     0.001 
8935    0.001     0.001 
8936    0.001     0.001 
8937    0.001     0.001 
8938    0.001     0.001 
8939    0.001     0.001 
8940    0.001     0.001 
8941    0.001     0.001 
8942    0.001     0.001 
8943    0.001     0.001 
8944    0.001     0.001 
8945    0.001     0.001 
8946    0.001     0.001 
8947    0.001     0.000 
8948    0.001     0.000 
8949    0.001     0.000 
8950    0.001     0.000 
8951    0.001     0.000 
8952    0.001     0.000 
8953    0.001     0.000 
8954    0.001     0.000 
8955    0.000     0.000 
8956    0.000     0.000 
8957    0.000     0.000 
8958    0.000     0.000 
8959    0.000     0.000 
8960    0.000     0.000 
8961    0.000     0.000 
8962    0.000     0.000 
8963    0.000     0.000 
8964    0.000     0.000 
8965    0.000     0.000 
8966    0.000     0.000 
8967    0.000     0.000 
8968    0.000     0.000 
8969    0.000     0.000 
8970    0.000     0.000 
8971    0.000     0.000 
8972    0.000     0.000 
8973    0.000     0.000 
8974    0.000     0.000 
8975    0.000     0.000 
8976    0.000     0.000 
8977    0.000     0.000 
8978    0.000     0.000 
8979    0.000     0.000 
8980    0.000     0.000 
8981    0.000     0.000 
8982    0.000     0.000 
8983    0.000     0.000 
8984    0.000     0.000 
8985    0.000     0.000 
8986    0.000     0.000 
8987    0.000     0.000 
8988    0.000     0.000 
8989    0.000     0.000 
8990    0.000     0.000 
8991    0.000     0.000 
8992    0.000     0.000 
8993    0.000     0.000 
8994    0.000     0.000 
8995    0.000     0.000 
8996    0.000     0.000 
8997    0.000     0.000 
8998    0.000     0.000 
8999    0.000     0.000 
9000    0.000     0.000 
