# Filter transmission for J-PLUS filter uJAVA
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
3097    0.000     0.000 
3098    0.000     0.000 
3099    0.000     0.000 
3100    0.000     0.000 
3101    0.000     0.000 
3102    0.000     0.000 
3103    0.000     0.000 
3104    0.000     0.000 
3105    0.000     0.000 
3106    0.000     0.000 
3107    0.000     0.000 
3108    0.000     0.000 
3109    0.000     0.000 
3110    0.000     0.000 
3111    0.000     0.000 
3112    0.000     0.000 
3113    0.000     0.000 
3114    0.000     0.000 
3115    0.000     0.000 
3116    0.000     0.000 
3117    0.000     0.000 
3118    0.000     0.000 
3119    0.000     0.000 
3120    0.000     0.000 
3121    0.000     0.000 
3122    0.000     0.000 
3123    0.000     0.000 
3124    0.000     0.000 
3125    0.000     0.000 
3126    0.000     0.000 
3127    0.000     0.000 
3128    0.001     0.000 
3129    0.001     0.000 
3130    0.001     0.000 
3131    0.001     0.000 
3132    0.001     0.000 
3133    0.001     0.000 
3134    0.001     0.000 
3135    0.001     0.000 
3136    0.001     0.000 
3137    0.001     0.000 
3138    0.001     0.000 
3139    0.001     0.000 
3140    0.001     0.000 
3141    0.001     0.000 
3142    0.001     0.000 
3143    0.001     0.000 
3144    0.001     0.000 
3145    0.001     0.000 
3146    0.001     0.000 
3147    0.001     0.000 
3148    0.001     0.000 
3149    0.001     0.000 
3150    0.001     0.000 
3151    0.001     0.000 
3152    0.001     0.000 
3153    0.001     0.000 
3154    0.001     0.000 
3155    0.001     0.000 
3156    0.001     0.000 
3157    0.001     0.000 
3158    0.001     0.000 
3159    0.001     0.000 
3160    0.001     0.000 
3161    0.001     0.000 
3162    0.001     0.000 
3163    0.001     0.000 
3164    0.001     0.000 
3165    0.001     0.000 
3166    0.001     0.000 
3167    0.001     0.000 
3168    0.001     0.000 
3169    0.001     0.000 
3170    0.001     0.000 
3171    0.001     0.000 
3172    0.001     0.000 
3173    0.002     0.000 
3174    0.002     0.000 
3175    0.002     0.000 
3176    0.002     0.000 
3177    0.002     0.000 
3178    0.002     0.000 
3179    0.002     0.000 
3180    0.002     0.000 
3181    0.003     0.000 
3182    0.003     0.000 
3183    0.003     0.000 
3184    0.003     0.000 
3185    0.004     0.000 
3186    0.004     0.001 
3187    0.004     0.001 
3188    0.005     0.001 
3189    0.005     0.001 
3190    0.006     0.001 
3191    0.007     0.001 
3192    0.007     0.001 
3193    0.008     0.001 
3194    0.010     0.001 
3195    0.011     0.002 
3196    0.013     0.002 
3197    0.015     0.002 
3198    0.018     0.002 
3199    0.021     0.003 
3200    0.024     0.003 
3201    0.028     0.004 
3202    0.032     0.005 
3203    0.038     0.005 
3204    0.044     0.006 
3205    0.050     0.007 
3206    0.058     0.008 
3207    0.066     0.010 
3208    0.075     0.011 
3209    0.084     0.012 
3210    0.094     0.014 
3211    0.105     0.016 
3212    0.117     0.018 
3213    0.129     0.019 
3214    0.142     0.021 
3215    0.155     0.024 
3216    0.168     0.026 
3217    0.182     0.028 
3218    0.197     0.030 
3219    0.212     0.033 
3220    0.227     0.035 
3221    0.243     0.038 
3222    0.260     0.041 
3223    0.276     0.043 
3224    0.293     0.046 
3225    0.310     0.049 
3226    0.327     0.052 
3227    0.344     0.055 
3228    0.361     0.058 
3229    0.378     0.061 
3230    0.396     0.064 
3231    0.412     0.067 
3232    0.429     0.070 
3233    0.445     0.073 
3234    0.459     0.076 
3235    0.473     0.078 
3236    0.486     0.081 
3237    0.499     0.083 
3238    0.510     0.085 
3239    0.520     0.087 
3240    0.529     0.089 
3241    0.538     0.091 
3242    0.545     0.092 
3243    0.550     0.094 
3244    0.556     0.095 
3245    0.562     0.096 
3246    0.565     0.097 
3247    0.567     0.098 
3248    0.570     0.099 
3249    0.572     0.099 
3250    0.572     0.100 
3251    0.571     0.100 
3252    0.570     0.100 
3253    0.568     0.100 
3254    0.566     0.100 
3255    0.564     0.100 
3256    0.563     0.100 
3257    0.561     0.100 
3258    0.559     0.100 
3259    0.557     0.100 
3260    0.556     0.100 
3261    0.557     0.101 
3262    0.558     0.101 
3263    0.560     0.102 
3264    0.564     0.103 
3265    0.567     0.104 
3266    0.571     0.105 
3267    0.575     0.106 
3268    0.579     0.107 
3269    0.581     0.108 
3270    0.585     0.109 
3271    0.587     0.109 
3272    0.590     0.110 
3273    0.593     0.111 
3274    0.597     0.112 
3275    0.599     0.113 
3276    0.603     0.114 
3277    0.603     0.115 
3278    0.604     0.115 
3279    0.605     0.116 
3280    0.606     0.116 
3281    0.606     0.117 
3282    0.606     0.117 
3283    0.606     0.117 
3284    0.607     0.118 
3285    0.608     0.118 
3286    0.608     0.119 
3287    0.609     0.119 
3288    0.610     0.120 
3289    0.610     0.120 
3290    0.610     0.121 
3291    0.611     0.121 
3292    0.612     0.122 
3293    0.612     0.122 
3294    0.613     0.123 
3295    0.614     0.123 
3296    0.615     0.124 
3297    0.617     0.125 
3298    0.618     0.125 
3299    0.619     0.126 
3300    0.621     0.126 
3301    0.623     0.127 
3302    0.623     0.128 
3303    0.623     0.128 
3304    0.625     0.129 
3305    0.625     0.129 
3306    0.626     0.130 
3307    0.626     0.130 
3308    0.627     0.131 
3309    0.627     0.131 
3310    0.628     0.132 
3311    0.627     0.132 
3312    0.625     0.132 
3313    0.624     0.132 
3314    0.623     0.132 
3315    0.621     0.132 
3316    0.621     0.132 
3317    0.619     0.132 
3318    0.620     0.133 
3319    0.619     0.133 
3320    0.619     0.133 
3321    0.620     0.134 
3322    0.622     0.135 
3323    0.622     0.135 
3324    0.625     0.136 
3325    0.627     0.137 
3326    0.630     0.138 
3327    0.632     0.139 
3328    0.635     0.140 
3329    0.637     0.140 
3330    0.640     0.141 
3331    0.643     0.142 
3332    0.645     0.143 
3333    0.648     0.144 
3334    0.650     0.145 
3335    0.651     0.146 
3336    0.653     0.146 
3337    0.652     0.147 
3338    0.653     0.147 
3339    0.653     0.148 
3340    0.654     0.148 
3341    0.655     0.149 
3342    0.656     0.149 
3343    0.657     0.150 
3344    0.657     0.150 
3345    0.656     0.150 
3346    0.655     0.150 
3347    0.654     0.151 
3348    0.653     0.151 
3349    0.653     0.151 
3350    0.652     0.151 
3351    0.651     0.151 
3352    0.650     0.152 
3353    0.650     0.152 
3354    0.650     0.152 
3355    0.650     0.153 
3356    0.650     0.153 
3357    0.650     0.153 
3358    0.650     0.154 
3359    0.651     0.154 
3360    0.652     0.155 
3361    0.652     0.155 
3362    0.655     0.156 
3363    0.657     0.157 
3364    0.657     0.157 
3365    0.658     0.158 
3366    0.660     0.159 
3367    0.661     0.159 
3368    0.661     0.159 
3369    0.664     0.160 
3370    0.666     0.161 
3371    0.666     0.162 
3372    0.668     0.162 
3373    0.669     0.163 
3374    0.669     0.163 
3375    0.669     0.164 
3376    0.669     0.164 
3377    0.669     0.164 
3378    0.669     0.165 
3379    0.668     0.165 
3380    0.667     0.165 
3381    0.667     0.165 
3382    0.666     0.165 
3383    0.665     0.165 
3384    0.664     0.165 
3385    0.663     0.165 
3386    0.661     0.165 
3387    0.661     0.166 
3388    0.660     0.166 
3389    0.660     0.166 
3390    0.662     0.167 
3391    0.663     0.167 
3392    0.664     0.168 
3393    0.665     0.169 
3394    0.666     0.169 
3395    0.667     0.170 
3396    0.668     0.170 
3397    0.669     0.171 
3398    0.670     0.172 
3399    0.672     0.172 
3400    0.673     0.173 
3401    0.675     0.174 
3402    0.677     0.175 
3403    0.677     0.175 
3404    0.678     0.176 
3405    0.678     0.176 
3406    0.677     0.176 
3407    0.678     0.177 
3408    0.678     0.177 
3409    0.679     0.178 
3410    0.679     0.178 
3411    0.680     0.178 
3412    0.680     0.179 
3413    0.681     0.179 
3414    0.680     0.180 
3415    0.681     0.180 
3416    0.682     0.181 
3417    0.683     0.181 
3418    0.684     0.182 
3419    0.685     0.182 
3420    0.686     0.183 
3421    0.687     0.184 
3422    0.687     0.184 
3423    0.688     0.185 
3424    0.688     0.185 
3425    0.688     0.185 
3426    0.687     0.185 
3427    0.688     0.186 
3428    0.688     0.186 
3429    0.688     0.187 
3430    0.688     0.187 
3431    0.688     0.187 
3432    0.687     0.187 
3433    0.686     0.188 
3434    0.685     0.188 
3435    0.684     0.188 
3436    0.683     0.188 
3437    0.682     0.188 
3438    0.680     0.188 
3439    0.677     0.187 
3440    0.675     0.187 
3441    0.673     0.187 
3442    0.670     0.186 
3443    0.667     0.186 
3444    0.665     0.186 
3445    0.662     0.185 
3446    0.660     0.185 
3447    0.658     0.185 
3448    0.658     0.185 
3449    0.658     0.186 
3450    0.659     0.186 
3451    0.660     0.187 
3452    0.662     0.188 
3453    0.665     0.189 
3454    0.667     0.190 
3455    0.669     0.191 
3456    0.673     0.192 
3457    0.677     0.194 
3458    0.681     0.196 
3459    0.685     0.197 
3460    0.689     0.199 
3461    0.692     0.200 
3462    0.695     0.202 
3463    0.697     0.203 
3464    0.700     0.204 
3465    0.700     0.205 
3466    0.702     0.205 
3467    0.702     0.206 
3468    0.701     0.206 
3469    0.700     0.206 
3470    0.700     0.207 
3471    0.699     0.207 
3472    0.699     0.207 
3473    0.698     0.208 
3474    0.698     0.208 
3475    0.697     0.208 
3476    0.697     0.209 
3477    0.698     0.209 
3478    0.698     0.210 
3479    0.698     0.211 
3480    0.700     0.212 
3481    0.700     0.212 
3482    0.700     0.213 
3483    0.702     0.214 
3484    0.703     0.215 
3485    0.704     0.215 
3486    0.706     0.216 
3487    0.707     0.217 
3488    0.708     0.218 
3489    0.708     0.219 
3490    0.709     0.219 
3491    0.708     0.220 
3492    0.707     0.220 
3493    0.707     0.220 
3494    0.707     0.221 
3495    0.706     0.221 
3496    0.706     0.221 
3497    0.705     0.222 
3498    0.705     0.222 
3499    0.705     0.223 
3500    0.705     0.223 
3501    0.705     0.224 
3502    0.705     0.224 
3503    0.705     0.225 
3504    0.705     0.225 
3505    0.704     0.226 
3506    0.704     0.226 
3507    0.704     0.226 
3508    0.704     0.227 
3509    0.704     0.227 
3510    0.703     0.228 
3511    0.702     0.228 
3512    0.703     0.228 
3513    0.703     0.229 
3514    0.704     0.230 
3515    0.704     0.230 
3516    0.705     0.231 
3517    0.705     0.231 
3518    0.705     0.232 
3519    0.705     0.233 
3520    0.706     0.233 
3521    0.706     0.234 
3522    0.708     0.235 
3523    0.709     0.236 
3524    0.710     0.237 
3525    0.711     0.237 
3526    0.712     0.238 
3527    0.712     0.239 
3528    0.712     0.239 
3529    0.712     0.239 
3530    0.711     0.240 
3531    0.711     0.240 
3532    0.711     0.240 
3533    0.710     0.241 
3534    0.709     0.241 
3535    0.709     0.241 
3536    0.708     0.241 
3537    0.708     0.242 
3538    0.708     0.242 
3539    0.708     0.243 
3540    0.709     0.243 
3541    0.709     0.244 
3542    0.710     0.244 
3543    0.711     0.245 
3544    0.711     0.246 
3545    0.712     0.246 
3546    0.712     0.247 
3547    0.712     0.247 
3548    0.711     0.248 
3549    0.711     0.248 
3550    0.710     0.248 
3551    0.709     0.248 
3552    0.707     0.248 
3553    0.705     0.248 
3554    0.703     0.247 
3555    0.701     0.247 
3556    0.700     0.247 
3557    0.698     0.247 
3558    0.697     0.247 
3559    0.696     0.247 
3560    0.695     0.247 
3561    0.695     0.247 
3562    0.695     0.247 
3563    0.695     0.248 
3564    0.696     0.249 
3565    0.697     0.250 
3566    0.700     0.251 
3567    0.703     0.252 
3568    0.706     0.254 
3569    0.711     0.256 
3570    0.714     0.258 
3571    0.716     0.259 
3572    0.719     0.260 
3573    0.722     0.262 
3574    0.723     0.263 
3575    0.724     0.263 
3576    0.726     0.264 
3577    0.726     0.265 
3578    0.727     0.266 
3579    0.727     0.266 
3580    0.727     0.267 
3581    0.727     0.267 
3582    0.727     0.267 
3583    0.727     0.268 
3584    0.726     0.268 
3585    0.727     0.269 
3586    0.727     0.269 
3587    0.727     0.270 
3588    0.728     0.270 
3589    0.729     0.271 
3590    0.730     0.272 
3591    0.730     0.272 
3592    0.731     0.273 
3593    0.732     0.274 
3594    0.733     0.275 
3595    0.733     0.275 
3596    0.733     0.275 
3597    0.733     0.276 
3598    0.732     0.276 
3599    0.732     0.276 
3600    0.732     0.277 
3601    0.731     0.277 
3602    0.732     0.278 
3603    0.731     0.278 
3604    0.730     0.279 
3605    0.729     0.279 
3606    0.729     0.279 
3607    0.729     0.280 
3608    0.730     0.281 
3609    0.729     0.281 
3610    0.730     0.282 
3611    0.729     0.282 
3612    0.728     0.283 
3613    0.728     0.283 
3614    0.728     0.283 
3615    0.727     0.284 
3616    0.725     0.284 
3617    0.724     0.284 
3618    0.724     0.285 
3619    0.722     0.284 
3620    0.720     0.284 
3621    0.718     0.284 
3622    0.716     0.284 
3623    0.713     0.283 
3624    0.712     0.283 
3625    0.712     0.284 
3626    0.711     0.284 
3627    0.710     0.284 
3628    0.710     0.285 
3629    0.711     0.286 
3630    0.711     0.287 
3631    0.714     0.288 
3632    0.717     0.290 
3633    0.719     0.292 
3634    0.721     0.293 
3635    0.724     0.295 
3636    0.726     0.296 
3637    0.727     0.297 
3638    0.729     0.299 
3639    0.731     0.300 
3640    0.731     0.301 
3641    0.731     0.301 
3642    0.731     0.302 
3643    0.730     0.302 
3644    0.729     0.303 
3645    0.728     0.303 
3646    0.726     0.303 
3647    0.725     0.303 
3648    0.723     0.302 
3649    0.721     0.302 
3650    0.720     0.302 
3651    0.719     0.303 
3652    0.719     0.303 
3653    0.719     0.304 
3654    0.719     0.304 
3655    0.719     0.305 
3656    0.718     0.305 
3657    0.718     0.306 
3658    0.718     0.307 
3659    0.719     0.308 
3660    0.719     0.308 
3661    0.719     0.309 
3662    0.719     0.309 
3663    0.718     0.310 
3664    0.717     0.310 
3665    0.714     0.309 
3666    0.712     0.309 
3667    0.710     0.309 
3668    0.706     0.308 
3669    0.702     0.307 
3670    0.699     0.306 
3671    0.697     0.306 
3672    0.694     0.305 
3673    0.692     0.305 
3674    0.691     0.305 
3675    0.690     0.305 
3676    0.690     0.305 
3677    0.690     0.306 
3678    0.692     0.308 
3679    0.694     0.309 
3680    0.696     0.311 
3681    0.699     0.313 
3682    0.703     0.315 
3683    0.706     0.317 
3684    0.708     0.319 
3685    0.711     0.321 
3686    0.713     0.322 
3687    0.714     0.323 
3688    0.714     0.324 
3689    0.714     0.324 
3690    0.713     0.324 
3691    0.710     0.324 
3692    0.708     0.323 
3693    0.704     0.322 
3694    0.699     0.320 
3695    0.694     0.319 
3696    0.689     0.317 
3697    0.684     0.316 
3698    0.680     0.314 
3699    0.676     0.313 
3700    0.671     0.311 
3701    0.667     0.310 
3702    0.663     0.309 
3703    0.659     0.308 
3704    0.656     0.307 
3705    0.653     0.306 
3706    0.650     0.305 
3707    0.648     0.305 
3708    0.645     0.304 
3709    0.641     0.303 
3710    0.636     0.301 
3711    0.631     0.300 
3712    0.626     0.298 
3713    0.620     0.295 
3714    0.612     0.292 
3715    0.604     0.289 
3716    0.594     0.285 
3717    0.582     0.280 
3718    0.571     0.275 
3719    0.559     0.270 
3720    0.547     0.264 
3721    0.534     0.259 
3722    0.521     0.253 
3723    0.508     0.247 
3724    0.495     0.241 
3725    0.482     0.235 
3726    0.468     0.229 
3727    0.456     0.224 
3728    0.443     0.218 
3729    0.431     0.212 
3730    0.418     0.206 
3731    0.407     0.201 
3732    0.396     0.196 
3733    0.384     0.191 
3734    0.373     0.186 
3735    0.362     0.180 
3736    0.351     0.175 
3737    0.340     0.170 
3738    0.329     0.165 
3739    0.319     0.160 
3740    0.308     0.155 
3741    0.298     0.150 
3742    0.287     0.145 
3743    0.276     0.140 
3744    0.266     0.135 
3745    0.256     0.130 
3746    0.246     0.125 
3747    0.237     0.121 
3748    0.228     0.116 
3749    0.219     0.112 
3750    0.210     0.108 
3751    0.201     0.103 
3752    0.193     0.099 
3753    0.184     0.095 
3754    0.176     0.091 
3755    0.169     0.087 
3756    0.161     0.084 
3757    0.154     0.080 
3758    0.147     0.076 
3759    0.140     0.073 
3760    0.134     0.070 
3761    0.128     0.067 
3762    0.122     0.064 
3763    0.116     0.061 
3764    0.111     0.059 
3765    0.106     0.056 
3766    0.101     0.054 
3767    0.097     0.051 
3768    0.092     0.049 
3769    0.088     0.047 
3770    0.084     0.045 
3771    0.080     0.043 
3772    0.077     0.041 
3773    0.073     0.039 
3774    0.070     0.037 
3775    0.067     0.036 
3776    0.064     0.034 
3777    0.061     0.033 
3778    0.058     0.031 
3779    0.056     0.030 
3780    0.053     0.029 
3781    0.051     0.028 
3782    0.049     0.027 
3783    0.047     0.026 
3784    0.045     0.025 
3785    0.043     0.024 
3786    0.041     0.023 
3787    0.040     0.022 
3788    0.038     0.021 
3789    0.037     0.020 
3790    0.035     0.019 
3791    0.034     0.019 
3792    0.033     0.018 
3793    0.031     0.017 
3794    0.030     0.017 
3795    0.029     0.016 
3796    0.028     0.016 
3797    0.027     0.015 
3798    0.026     0.015 
3799    0.025     0.014 
3800    0.024     0.014 
3801    0.023     0.013 
3802    0.022     0.013 
3803    0.022     0.012 
3804    0.021     0.012 
3805    0.020     0.011 
3806    0.020     0.011 
3807    0.019     0.011 
3808    0.018     0.010 
3809    0.018     0.010 
3810    0.017     0.010 
3811    0.017     0.009 
3812    0.016     0.009 
3813    0.016     0.009 
3814    0.015     0.009 
3815    0.015     0.008 
3816    0.014     0.008 
3817    0.014     0.008 
3818    0.013     0.008 
3819    0.013     0.007 
3820    0.013     0.007 
3821    0.012     0.007 
3822    0.012     0.007 
3823    0.011     0.007 
3824    0.011     0.006 
3825    0.011     0.006 
3826    0.010     0.006 
3827    0.010     0.006 
3828    0.010     0.006 
3829    0.009     0.006 
3830    0.009     0.005 
3831    0.009     0.005 
3832    0.009     0.005 
3833    0.008     0.005 
3834    0.008     0.005 
3835    0.008     0.005 
3836    0.008     0.004 
3837    0.007     0.004 
3838    0.007     0.004 
3839    0.007     0.004 
3840    0.007     0.004 
3841    0.007     0.004 
3842    0.006     0.004 
3843    0.006     0.004 
3844    0.006     0.004 
3845    0.006     0.003 
3846    0.006     0.003 
3847    0.005     0.003 
3848    0.005     0.003 
3849    0.005     0.003 
3850    0.005     0.003 
3851    0.005     0.003 
3852    0.005     0.003 
3853    0.004     0.003 
3854    0.004     0.003 
3855    0.004     0.003 
3856    0.004     0.002 
3857    0.004     0.002 
3858    0.004     0.002 
3859    0.004     0.002 
3860    0.004     0.002 
3861    0.003     0.002 
3862    0.003     0.002 
3863    0.003     0.002 
3864    0.003     0.002 
3865    0.003     0.002 
3866    0.003     0.002 
3867    0.003     0.002 
3868    0.003     0.002 
3869    0.003     0.002 
3870    0.002     0.001 
3871    0.002     0.001 
3872    0.002     0.001 
3873    0.002     0.001 
3874    0.002     0.001 
3875    0.002     0.001 
3876    0.002     0.001 
3877    0.002     0.001 
3878    0.002     0.001 
3879    0.002     0.001 
3880    0.002     0.001 
3881    0.001     0.001 
3882    0.001     0.001 
3883    0.001     0.001 
3884    0.001     0.001 
3885    0.001     0.001 
3886    0.001     0.001 
3887    0.001     0.001 
3888    0.001     0.001 
3889    0.001     0.001 
3890    0.001     0.000 
3891    0.001     0.000 
3892    0.001     0.000 
3893    0.001     0.000 
3894    0.001     0.000 
3895    0.001     0.000 
3896    0.000     0.000 
3897    0.000     0.000 
3898    0.000     0.000 
3899    0.000     0.000 
3900    0.000     0.000 
3901    0.000     0.000 
3902    0.000     0.000 
3903    0.000     0.000 
3904    0.000     0.000 
3905    0.000     0.000 
3906    0.000     0.000 
3907    0.000     0.000 
3908    0.000     0.000 
3909    0.000     0.000 
3910    0.000     0.000 
3911    0.000     0.000 
3912    0.000     0.000 
3913    0.000     0.000 
3914    0.000     0.000 
3915    0.000     0.000 
3916    0.000     0.000 
3917    0.000     0.000 
3918    0.000     0.000 
3919    0.000     0.000 
3920    0.000     0.000 
3921    0.000     0.000 
3922    0.000     0.000 
3923    0.000     0.000 
3924    0.000     0.000 
3925    0.000     0.000 
3926    0.000     0.000 
3927    0.000     0.000 
3928    0.000     0.000 
3929    0.000     0.000 
3930    0.000     0.000 
3931    0.000     0.000 
3932    0.000     0.000 
3933    0.000     0.000 
3934    0.000     0.000 
3935    0.000     0.000 
3936    0.000     0.000 
3937    0.000     0.000 
3938    0.000     0.000 
3939    0.000     0.000 
3940    0.000     0.000 
3941    0.000     0.000 
3942    0.000     0.000 
3943    0.000     0.000 
3944    0.000     0.000 
3945    0.000     0.000 
3946    0.000     0.000 
3947    0.000     0.000 
3948    0.000     0.000 
3949    0.000     0.000 
3950    0.000     0.000 
3951    0.000     0.000 
3952    0.000     0.000 
3953    0.000     0.000 
3954    0.000     0.000 
3955    0.000     0.000 
3956    0.000     0.000 
3957    0.000     0.000 
3958    0.000     0.000 
3959    0.000     0.000 
3960    0.000     0.000 
3961    0.000     0.000 
3962    0.000     0.000 
3963    0.000     0.000 
3964    0.000     0.000 
3965    0.000     0.000 
3966    0.000     0.000 
3967    0.000     0.000 
3968    0.000     0.000 
3969    0.000     0.000 
3970    0.000     0.000 
3971    0.000     0.000 
3972    0.000     0.000 
3973    0.000     0.000 
3974    0.000     0.000 
3975    0.000     0.000 
3976    0.000     0.000 
3977    0.000     0.000 
3978    0.000     0.000 
3979    0.000     0.000 
3980    0.000     0.000 
3981    0.000     0.000 
3982    0.000     0.000 
3983    0.000     0.000 
3984    0.000     0.000 
3985    0.000     0.000 
3986    0.000     0.000 
3987    0.000     0.000 
3988    0.000     0.000 
3989    0.000     0.000 
3990    0.000     0.000 
3991    0.000     0.000 
3992    0.000     0.000 
3993    0.000     0.000 
3994    0.000     0.000 
3995    0.000     0.000 
3996    0.000     0.000 
3997    0.000     0.000 
3998    0.000     0.000 
3999    0.000     0.000 
4000    0.000     0.000 
